City,Country,Average of PostCode,PropertyMedianValue,State,StateCode,Suburb,UpdatedMonth,UpdatedYear
Sydney,Australia,2537.00,427500,New South Wales,NSW,Bergalia,6,2017
Sydney,Australia,2506.00,530250,New South Wales,NSW,Berkeley,6,2017
Sydney,Australia,2261.00,627500,New South Wales,NSW,Berkeley Vale,6,2017
Sydney,Australia,2765.00,830160,New South Wales,NSW,Berkshire Park,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Berlang,6,2017
Sydney,Australia,2546.00,420000,New South Wales,NSW,Bermagui,6,2017
Sydney,Australia,2081.00,1220000,New South Wales,NSW,Berowra,6,2017
Sydney,Australia,2082.00,1177500,New South Wales,NSW,Berowra Heights,6,2017
Sydney,Australia,2082.00,1177500,New South Wales,NSW,Berowra Waters,6,2017
Sydney,Australia,2548.00,393500,New South Wales,NSW,Berrambool,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Berrara,6,2017
Sydney,Australia,2582.00,472000,New South Wales,NSW,Berremangra,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Berrico,6,2017
Sydney,Australia,2628.00,,New South Wales,NSW,Berridale,6,2017
Sydney,Australia,2390.00,320000,New South Wales,NSW,Berrigal,6,2017
Sydney,Australia,2712.00,,New South Wales,NSW,Berrigan,6,2017
Sydney,Australia,2159.00,1800000,New South Wales,NSW,Berrilee,6,2017
Sydney,Australia,2577.00,753000,New South Wales,NSW,Berrima,6,2017
Sydney,Australia,2535.00,657500,New South Wales,NSW,Berry,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,Berry Jerry,6,2017
Sydney,Australia,2535.00,657500,New South Wales,NSW,Berry Mountain,6,2017
Sydney,Australia,2321.00,465500,New South Wales,NSW,Berry Park,6,2017
Sydney,Australia,2594.00,247500,New South Wales,NSW,Berthong,6,2017
Sydney,Australia,2852.00,265000,New South Wales,NSW,Beryl,6,2017
Sydney,Australia,2590.00,245000,New South Wales,NSW,Bethungra,6,2017
Sydney,Australia,2581.00,,New South Wales,NSW,Bevendale,6,2017
Sydney,Australia,2217.00,817500,New South Wales,NSW,Beverley Park,6,2017
Sydney,Australia,2209.00,1193500,New South Wales,NSW,Beverly Hills,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Bewong,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Bexhill,6,2017
Sydney,Australia,2207.00,1025000,New South Wales,NSW,Bexley,6,2017
Sydney,Australia,2207.00,1025000,New South Wales,NSW,Bexley North,6,2017
Sydney,Australia,2207.00,1025000,New South Wales,NSW,Bexley South,6,2017
Sydney,Australia,2581.00,,New South Wales,NSW,Biala,6,2017
Sydney,Australia,2632.00,210000,New South Wales,NSW,Bibbenluke,6,2017
Sydney,Australia,2570.00,737750,New South Wales,NSW,Bickley Vale,6,2017
Sydney,Australia,2827.00,,New South Wales,NSW,Biddon,6,2017
Sydney,Australia,2642.00,260000,New South Wales,NSW,Bidgeemia,6,2017
Sydney,Australia,2770.00,532500,New South Wales,NSW,Bidwill,6,2017
Sydney,Australia,2454.00,630000,New South Wales,NSW,Bielsdown Hills,6,2017
Sydney,Australia,2579.00,640000,New South Wales,NSW,Big Hill,6,2017
Sydney,Australia,2339.00,,New South Wales,NSW,Big Jacks Creek,6,2017
Sydney,Australia,2330.00,397500,New South Wales,NSW,Big Ridge,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,Big Springs,6,2017
Sydney,Australia,2330.00,397500,New South Wales,NSW,Big Yengo,6,2017
Sydney,Australia,2583.00,299000,New South Wales,NSW,Bigga,6,2017
Sydney,Australia,2486.00,520000,New South Wales,NSW,Bilambil,6,2017
Sydney,Australia,2486.00,520000,New South Wales,NSW,Bilambil Heights,6,2017
Sydney,Australia,2680.00,310000,New South Wales,NSW,Bilbul,6,2017
Sydney,Australia,2107.00,1630000,New South Wales,NSW,Bilgola,6,2017
Sydney,Australia,2831.00,,New South Wales,NSW,Billeroy,6,2017
Sydney,Australia,2630.00,280000,New South Wales,NSW,Billilingra,6,2017
Sydney,Australia,2804.00,,New South Wales,NSW,Billimari,6,2017
Sydney,Australia,2483.00,672500,New South Wales,NSW,Billinudgel,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Billyrimba,6,2017
Sydney,Australia,2453.00,382500,New South Wales,NSW,Billys Creek,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Billywillinga,6,2017
Sydney,Australia,2758.00,975000,New South Wales,NSW,Bilpin,6,2017
Sydney,Australia,2810.00,,New South Wales,NSW,Bimbi,6,2017
Sydney,Australia,2536.00,435000,New South Wales,NSW,Bimbimbie,6,2017
Sydney,Australia,2583.00,299000,New South Wales,NSW,Binda,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Bindera,6,2017
Sydney,Australia,2870.00,255000,New South Wales,NSW,Bindogundra,6,2017
Sydney,Australia,2404.00,,New South Wales,NSW,Bingara,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Bingeebeebra Creek,6,2017
Sydney,Australia,2537.00,427500,New South Wales,NSW,Bingie,6,2017
Sydney,Australia,2311.00,,New South Wales,NSW,Bingleburra,6,2017
Sydney,Australia,2399.00,,New South Wales,NSW,Biniguy,6,2017
Sydney,Australia,2630.00,280000,New South Wales,NSW,Binjura,6,2017
Sydney,Australia,2479.00,1000000,New South Wales,NSW,Binna Burra,6,2017
Sydney,Australia,2395.00,,New South Wales,NSW,Binnaway,6,2017
Sydney,Australia,2665.00,95500,New South Wales,NSW,Binya,6,2017
Sydney,Australia,2852.00,265000,New South Wales,NSW,Biraganbil,6,2017
Sydney,Australia,2041.00,1750000,New South Wales,NSW,Birchgrove,6,2017
Sydney,Australia,2655.00,,New South Wales,NSW,Birdlip,6,2017
Sydney,Australia,2446.00,473000,New South Wales,NSW,Birdwood,6,2017
Sydney,Australia,2710.00,210000,New South Wales,NSW,Birganbigil,6,2017
Sydney,Australia,2287.00,510000,New South Wales,NSW,Birmingham Gardens,6,2017
Sydney,Australia,2700.00,196000,New South Wales,NSW,Birrego,6,2017
Sydney,Australia,2844.00,,New South Wales,NSW,Birriwa,6,2017
Sydney,Australia,2143.00,756500,New South Wales,NSW,Birrong,6,2017
Sydney,Australia,2326.00,317500,New South Wales,NSW,Bishops Bridge,6,2017
Sydney,Australia,2340.00,333000,New South Wales,NSW,Bithramere,6,2017
Sydney,Australia,2584.00,615000,New South Wales,NSW,Black Creek,12,4034
Sydney,Australia,2430.00,397000,New South Wales,NSW,Black Head,6,2017
Sydney,Australia,2322.00,493000,New South Wales,NSW,Black Hill,6,2017
Sydney,Australia,2828.00,,New South Wales,NSW,Black Hollow,6,2017
Sydney,Australia,2365.00,,New South Wales,NSW,Black Mountain,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Black Range,6,2017
Sydney,Australia,2787.00,422500,New South Wales,NSW,Black Springs,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Black Swamp,6,2017
Sydney,Australia,2283.00,515500,New South Wales,NSW,Blackalls Park,6,2017
Sydney,Australia,2529.00,700000,New South Wales,NSW,Blackbutt,6,2017
Sydney,Australia,2770.00,532500,New South Wales,NSW,Blackett,6,2017
Sydney,Australia,2785.00,610000,New South Wales,NSW,Blackheath,6,2017
Sydney,Australia,2790.00,320000,New South Wales,NSW,Blackmans Flat,6,2017
Sydney,Australia,2444.00,515000,New South Wales,NSW,Blackmans Point,6,2017
Sydney,Australia,2281.00,615000,New South Wales,NSW,Blacksmiths,6,2017
Sydney,Australia,2148.00,710000,New South Wales,NSW,Blacktown,6,2017
Sydney,Australia,2148.00,710000,New South Wales,NSW,Blacktown Westpoint,6,2017
Sydney,Australia,2343.00,,New South Wales,NSW,Blackville,6,2017
Sydney,Australia,2256.00,656000,New South Wales,NSW,Blackwall,6,2017
Sydney,Australia,2560.00,593000,New South Wales,NSW,Blair Athol,6,2017
Sydney,Australia,2559.00,,New South Wales,NSW,Blairmount,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Blakebrook,6,2017
Sydney,Australia,2221.00,1360000,New South Wales,NSW,Blakehurst,6,2017
Sydney,Australia,2581.00,,New South Wales,NSW,Blakney Creek,6,2017
Sydney,Australia,2721.00,,New South Wales,NSW,Bland,6,2017
Sydney,Australia,2338.00,,New South Wales,NSW,Blandford,6,2017
Sydney,Australia,2583.00,299000,New South Wales,NSW,Blanket Flat,6,2017
Sydney,Australia,2142.00,632000,New South Wales,NSW,Blaxcell,6,2017
Sydney,Australia,2774.00,728500,New South Wales,NSW,Blaxland,6,2017
Sydney,Australia,2774.00,728500,New South Wales,NSW,Blaxland East,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Blaxlands Creek,6,2017
Sydney,Australia,2758.00,975000,New South Wales,NSW,Blaxlands Ridge,6,2017
Sydney,Australia,2799.00,252500,New South Wales,NSW,Blayney,6,2017
Sydney,Australia,2113.00,1355500,New South Wales,NSW,Blenheim Road,6,2017
Sydney,Australia,2756.00,760100,New South Wales,NSW,Bligh Park,6,2017
Sydney,Australia,2713.00,,New South Wales,NSW,Blighty,6,2017
Sydney,Australia,2800.00,372500,New South Wales,NSW,Bloomfield,6,2017
Sydney,Australia,2720.00,255000,New South Wales,NSW,Blowering,6,2017
Sydney,Australia,2261.00,627500,New South Wales,NSW,Blue Bay,6,2017
Sydney,Australia,2262.00,504000,New South Wales,NSW,Blue Haven,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Blue Knob,6,2017
Sydney,Australia,2380.00,353000,New South Wales,NSW,Blue Vale,6,2017
Sydney,Australia,2428.00,425500,New South Wales,NSW,Blueys Beach,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Bluff Rock,6,2017
Sydney,Australia,2450.00,440000,New South Wales,NSW,Boambee,6,2017
Sydney,Australia,2452.00,392500,New South Wales,NSW,Boambee East,6,2017
Sydney,Australia,2582.00,472000,New South Wales,NSW,Boambolo,6,2017
Sydney,Australia,2398.00,904000,New South Wales,NSW,Boat Harbour,12,4034
Sydney,Australia,2825.00,,New South Wales,NSW,Bobadah,6,2017
Sydney,Australia,2429.00,320000,New South Wales,NSW,Bobin,6,2017
Sydney,Australia,2441.00,1036500,New South Wales,NSW,Bobs Creek,12,4034
Sydney,Australia,2316.00,515000,New South Wales,NSW,Bobs Farm,6,2017
Sydney,Australia,2630.00,280000,New South Wales,NSW,Bobundara,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Bocoble,6,2017
Sydney,Australia,2865.00,,New South Wales,NSW,Bocobra,6,2017
Sydney,Australia,2545.00,,New South Wales,NSW,Bodalla,6,2017
Sydney,Australia,2820.00,180000,New South Wales,NSW,Bodangora,6,2017
Sydney,Australia,2648.00,174000,New South Wales,NSW,Boeill Creek,6,2017
Sydney,Australia,2832.00,,New South Wales,NSW,Bogan,12,4034
Sydney,Australia,2876.00,,New South Wales,NSW,Bogan Gate,6,2017
Sydney,Australia,2488.00,576250,New South Wales,NSW,Bogangar,6,2017
Sydney,Australia,2849.00,,New South Wales,NSW,Bogee,6,2017
Sydney,Australia,2409.00,,New South Wales,NSW,Boggabilla,6,2017
Sydney,Australia,2382.00,,New South Wales,NSW,Boggabri,6,2017
Sydney,Australia,2720.00,255000,New South Wales,NSW,Bogong Peaks Wilderness,6,2017
Sydney,Australia,2390.00,320000,New South Wales,NSW,Bohena Creek,6,2017
Sydney,Australia,2430.00,397000,New South Wales,NSW,Bohnock,6,2017
Sydney,Australia,2629.00,,New South Wales,NSW,Bolaro,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Bolivia,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Bolong,6,2017
Sydney,Australia,2283.00,515500,New South Wales,NSW,Bolton Point,6,2017
Sydney,Australia,2320.00,415000,New South Wales,NSW,Bolwarra,6,2017
Sydney,Australia,2320.00,415000,New South Wales,NSW,Bolwarra Heights,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Bom Bom,6,2017
Sydney,Australia,2541.00,440000,New South Wales,NSW,Bomaderry,6,2017
Sydney,Australia,2423.00,330000,New South Wales,NSW,Bombah Point,6,2017
Sydney,Australia,2632.00,210000,New South Wales,NSW,Bombala,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Bombay,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Bombira,6,2017
Sydney,Australia,2533.00,760000,New South Wales,NSW,Bombo,6,2017
Sydney,Australia,2720.00,255000,New South Wales,NSW,Bombowlee,6,2017
Sydney,Australia,2720.00,255000,New South Wales,NSW,Bombowlee Creek,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,Bomen,6,2017
Sydney,Australia,2357.00,215000,New South Wales,NSW,Bomera,6,2017
Sydney,Australia,2350.00,356250,New South Wales,NSW,Bona Vista,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Bonalbo,6,2017
Sydney,Australia,2632.00,210000,New South Wales,NSW,Bondi Forest,6,2017
Sydney,Australia,2576.00,1135560,New South Wales,NSW,Bong Bong,6,2017
Sydney,Australia,2722.00,203500,New South Wales,NSW,Bongalong,6,2017
Sydney,Australia,2722.00,203500,New South Wales,NSW,Bongongalong,6,2017
Sydney,Australia,2264.00,580000,New South Wales,NSW,Bonnells Bay,6,2017
Sydney,Australia,2226.00,1135500,New South Wales,NSW,Bonnet Bay,6,2017
Sydney,Australia,2445.00,582000,New South Wales,NSW,Bonny Hills,6,2017
Sydney,Australia,2177.00,786000,New South Wales,NSW,Bonnyrigg,6,2017
Sydney,Australia,2177.00,786000,New South Wales,NSW,Bonnyrigg Heights,6,2017
Sydney,Australia,2361.00,,New South Wales,NSW,Bonshaw,6,2017
Sydney,Australia,2441.00,385000,New South Wales,NSW,Bonville,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Booerie Creek,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,Book Book,6,2017
Sydney,Australia,2257.00,730000,New South Wales,NSW,Booker Bay,6,2017
Sydney,Australia,2582.00,472000,New South Wales,NSW,Bookham,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Bookram,6,2017
Sydney,Australia,2423.00,330000,New South Wales,NSW,Boolambayte,6,2017
Sydney,Australia,2284.00,465000,New South Wales,NSW,Boolaroo,6,2017
Sydney,Australia,2388.00,,New South Wales,NSW,Boolcarroll,6,2017
Sydney,Australia,2711.00,122000,New South Wales,NSW,Booligal,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Boolijah,6,2017
Sydney,Australia,2712.00,,New South Wales,NSW,Boomanoomana,6,2017
Sydney,Australia,2428.00,425500,New South Wales,NSW,Boomerang Beach,6,2017
Sydney,Australia,2866.00,335000,New South Wales,NSW,Boomey,6,2017
Sydney,Australia,2476.00,,New South Wales,NSW,Boomi Creek,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Boomoodeerie,6,2017
Sydney,Australia,2409.00,,New South Wales,NSW,Boonal,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Boonoo Boonoo,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Boorabee Park,6,2017
Sydney,Australia,2284.00,465000,New South Wales,NSW,Booragul,6,2017
Sydney,Australia,2425.00,360000,New South Wales,NSW,Booral,6,2017
Sydney,Australia,2652.00,200000,New South Wales,NSW,Boorga,6,2017
Sydney,Australia,2429.00,320000,New South Wales,NSW,Boorganna,6,2017
Sydney,Australia,2350.00,356250,New South Wales,NSW,Boorolong,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Boorook,6,2017
Sydney,Australia,2741.00,344500,New South Wales,NSW,Boorooma,12,4034
Sydney,Australia,2710.00,210000,New South Wales,NSW,Booroorban,6,2017
Sydney,Australia,2586.00,,New South Wales,NSW,Boorowa,6,2017
Sydney,Australia,2430.00,397000,New South Wales,NSW,Bootawa,6,2017
Sydney,Australia,2830.00,340000,New South Wales,NSW,Boothenba,6,2017
Sydney,Australia,2428.00,425500,New South Wales,NSW,Booti Booti,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Booyong,6,2017
Sydney,Australia,2471.00,,New South Wales,NSW,Bora Ridge,6,2017
Sydney,Australia,2346.00,313750,New South Wales,NSW,Borah Creek,6,2017
Sydney,Australia,2329.00,,New South Wales,NSW,Borambil,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,Borambola,6,2017
Sydney,Australia,2474.00,329000,New South Wales,NSW,Border Ranges,6,2017
Sydney,Australia,2594.50,342000,New South Wales,NSW,Boree,12,4034
Sydney,Australia,2652.00,200000,New South Wales,NSW,Boree Creek,6,2017
Sydney,Australia,2800.00,372500,New South Wales,NSW,Borenore,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Boro,6,2017
Sydney,Australia,2111.00,825000,New South Wales,NSW,Boronia Park,6,2017
Sydney,Australia,2176.00,877000,New South Wales,NSW,Bossley Park,6,2017
Sydney,Australia,2453.00,382500,New South Wales,NSW,Bostobrick,6,2017
Sydney,Australia,2876.00,,New South Wales,NSW,Botfields,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Botobolar,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Bottle Creek,6,2017
Sydney,Australia,2251.00,747500,New South Wales,NSW,Bouddi,6,2017
Sydney,Australia,2828.00,,New South Wales,NSW,Bourbah,6,2017
Sydney,Australia,2840.00,,New South Wales,NSW,Bourke,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,Bourkelands,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Bournda,6,2017
Sydney,Australia,2566.00,646500,New South Wales,NSW,Bow Bowing,6,2017
Sydney,Australia,2864.00,,New South Wales,NSW,Bowan Park,6,2017
Sydney,Australia,2753.00,672500,New South Wales,NSW,Bowen Mountain,6,2017
Sydney,Australia,2790.00,320000,New South Wales,NSW,Bowenfels,6,2017
Sydney,Australia,2340.00,333000,New South Wales,NSW,Bowling Alley Point,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Bowman,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Bowman Farm,6,2017
Sydney,Australia,2330.00,397500,New South Wales,NSW,Bowmans Creek,6,2017
Sydney,Australia,2644.00,157000,New South Wales,NSW,Bowna,6,2017
Sydney,Australia,2582.00,472000,New South Wales,NSW,Bowning,6,2017
Sydney,Australia,2576.00,1135560,New South Wales,NSW,Bowral,6,2017
Sydney,Australia,2449.00,,New South Wales,NSW,Bowraville,6,2017
Sydney,Australia,2257.00,730000,New South Wales,NSW,Box Head,6,2017
Sydney,Australia,2765.00,830160,New South Wales,NSW,Box Hill,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Box Ridge,6,2017
Sydney,Australia,2551.00,414500,New South Wales,NSW,Boydtown,6,2017
Sydney,Australia,2560.00,593000,New South Wales,NSW,Bradbury,6,2017
Sydney,Australia,2339.00,,New South Wales,NSW,Braefield,6,2017
Sydney,Australia,2601.50,695000,New South Wales,NSW,Braemar,12,4034
Sydney,Australia,2622.00,555000,New South Wales,NSW,Braidwood,6,2017
Sydney,Australia,2324.00,397500,New South Wales,NSW,Brandy Hill,6,2017
Sydney,Australia,2354.00,450000,New South Wales,NSW,Branga Plains,6,2017
Sydney,Australia,2335.00,395000,New South Wales,NSW,Branxton,6,2017
Sydney,Australia,2710.00,210000,New South Wales,NSW,Brassi,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Braunstone,6,2017
Sydney,Australia,2337.00,318000,New South Wales,NSW,Brawboy,6,2017
Sydney,Australia,2484.00,515000,New South Wales,NSW,Bray Park,6,2017
Sydney,Australia,2484.00,515000,New South Wales,NSW,Brays Creek,6,2017
Sydney,Australia,2579.00,640000,New South Wales,NSW,Brayton,6,2017
Sydney,Australia,2581.00,,New South Wales,NSW,Breadalbane,6,2017
Sydney,Australia,2849.00,,New South Wales,NSW,Breakfast Creek,6,2017
Sydney,Australia,2137.00,1275000,New South Wales,NSW,Breakfast Point,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Bream Beach,6,2017
Sydney,Australia,2626.00,,New South Wales,NSW,Bredbo,6,2017
Sydney,Australia,2827.00,,New South Wales,NSW,Breelong,6,2017
Sydney,Australia,2381.00,,New South Wales,NSW,Breeza,6,2017
Sydney,Australia,2831.00,,New South Wales,NSW,Brenda,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Bretti,6,2017
Sydney,Australia,2839.00,,New South Wales,NSW,Brewarrina,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Brewongle,6,2017
Sydney,Australia,2365.00,,New South Wales,NSW,Briarbrook,6,2017
Sydney,Australia,2594.00,247500,New South Wales,NSW,Bribbaree,6,2017
Sydney,Australia,2330.00,397500,New South Wales,NSW,Bridgman,6,2017
Sydney,Australia,2454.00,630000,New South Wales,NSW,Brierfield,6,2017
Sydney,Australia,2216.00,740000,New South Wales,NSW,Brighton-Le-Sands,6,2017
Sydney,Australia,2264.00,580000,New South Wales,NSW,Brightwaters,6,2017
Sydney,Australia,2441.00,385000,New South Wales,NSW,Bril Bril,6,2017
Sydney,Australia,2430.00,397000,New South Wales,NSW,Brimbin,6,2017
Sydney,Australia,2441.00,385000,New South Wales,NSW,Brinerville,6,2017
Sydney,Australia,2580.00,418630,New South Wales,NSW,Brisbane Grove,6,2017
Sydney,Australia,2292.00,725000,New South Wales,NSW,Broadmeadow,6,2017
Sydney,Australia,2510.50,452500,New South Wales,NSW,Broadwater,12,4034
Sydney,Australia,2581.00,,New South Wales,NSW,Broadway,6,2017
Sydney,Australia,2705.00,256500,New South Wales,NSW,Brobenah,6,2017
Sydney,Australia,2830.00,340000,New South Wales,NSW,Brocklehurst,6,2017
Sydney,Australia,2642.00,260000,New South Wales,NSW,Brocklesby,6,2017
Sydney,Australia,2365.00,,New South Wales,NSW,Brockley,6,2017
Sydney,Australia,2360.00,251000,New South Wales,NSW,Brodies Plains,6,2017
