City,Country,Average of PostCode,PropertyMedianValue,State,StateCode,Suburb,UpdatedMonth,UpdatedYear
Sydney,Australia,2469.00,255000,New South Wales,NSW,Louisa Creek,6,2017
Sydney,Australia,2840.00,,New South Wales,NSW,Louth,6,2017
Sydney,Australia,2320.00,415000,New South Wales,NSW,Louth Park,6,2017
Sydney,Australia,2325.00,342000,New South Wales,NSW,Lovedale,6,2017
Sydney,Australia,2105.00,,New South Wales,NSW,Lovett Bay,6,2017
Sydney,Australia,2450.00,440000,New South Wales,NSW,Lowanna,6,2017
Sydney,Australia,2476.00,,New South Wales,NSW,Lower Acacia Creek,6,2017
Sydney,Australia,2730.00,,New South Wales,NSW,Lower Bago,6,2017
Sydney,Australia,2335.00,395000,New South Wales,NSW,Lower Belford,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Lower Bottle Creek,6,2017
Sydney,Australia,2440.00,329000,New South Wales,NSW,Lower Creek,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Lower Duck Creek,6,2017
Sydney,Australia,2470.00,265000,New South Wales,NSW,Lower Dyraaba,6,2017
Sydney,Australia,2775.00,,New South Wales,NSW,Lower Macdonald,6,2017
Sydney,Australia,2250.00,620000,New South Wales,NSW,Lower Mangrove,6,2017
Sydney,Australia,2446.00,473000,New South Wales,NSW,Lower Pappinbarra,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Lower Peacock,6,2017
Sydney,Australia,2756.00,760100,New South Wales,NSW,Lower Portland,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Lower Southgate,6,2017
Sydney,Australia,2646.00,245000,New South Wales,NSW,Lowesdale,6,2017
Sydney,Australia,2790.00,320000,New South Wales,NSW,Lowther,6,2017
Sydney,Australia,2326.00,317500,New South Wales,NSW,Loxford,6,2017
Sydney,Australia,2234.00,1202500,New South Wales,NSW,Lucas Heights,6,2017
Sydney,Australia,2800.00,372500,New South Wales,NSW,Lucknow,6,2017
Sydney,Australia,2745.00,775000,New South Wales,NSW,Luddenham,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Lue,6,2017
Sydney,Australia,2210.00,1075000,New South Wales,NSW,Lugarno,6,2017
Sydney,Australia,2170.00,678000,New South Wales,NSW,Lurnea,6,2017
Sydney,Australia,2321.00,465500,New South Wales,NSW,Luskintyre,6,2017
Sydney,Australia,2474.00,329000,New South Wales,NSW,Lynchs Creek,6,2017
Sydney,Australia,2350.00,356250,New South Wales,NSW,Lyndhurst,6,2017
Sydney,Australia,2477.00,583750,New South Wales,NSW,Lynwood,6,2017
Sydney,Australia,2716.00,,New South Wales,NSW,Mabins Well,6,2017
Sydney,Australia,2560.00,593000,New South Wales,NSW,Macarthur Square,6,2017
Sydney,Australia,2339.00,,New South Wales,NSW,Macdonalds Creek,6,2017
Sydney,Australia,2447.00,320000,New South Wales,NSW,Macksville,6,2017
Sydney,Australia,2463.00,406000,New South Wales,NSW,Maclean,6,2017
Sydney,Australia,2251.00,747500,New South Wales,NSW,Macmasters Beach,6,2017
Sydney,Australia,2113.00,1355500,New South Wales,NSW,Macquarie Centre,6,2017
Sydney,Australia,2564.00,585000,New South Wales,NSW,Macquarie Fields,6,2017
Sydney,Australia,2285.00,510000,New South Wales,NSW,Macquarie Hills,6,2017
Sydney,Australia,2565.00,705000,New South Wales,NSW,Macquarie Links,6,2017
Sydney,Australia,2831.00,,New South Wales,NSW,Macquarie Marshes,6,2017
Sydney,Australia,2113.00,1355500,New South Wales,NSW,Macquarie Park,6,2017
Sydney,Australia,2577.00,753000,New South Wales,NSW,Macquarie Pass,6,2017
Sydney,Australia,2508.00,912500,New South Wales,NSW,Maddens Plains,6,2017
Sydney,Australia,2630.00,280000,New South Wales,NSW,Maffra,6,2017
Sydney,Australia,2261.00,627500,New South Wales,NSW,Magenta,6,2017
Sydney,Australia,2829.00,145000,New South Wales,NSW,Magometon,6,2017
Sydney,Australia,2230.00,980000,New South Wales,NSW,Maianbar,6,2017
Sydney,Australia,2594.00,247500,New South Wales,NSW,Maimuru,6,2017
Sydney,Australia,2482.00,790000,New South Wales,NSW,Main Arm,6,2017
Sydney,Australia,2420.00,367500,New South Wales,NSW,Main Creek,6,2017
Sydney,Australia,2330.00,397500,New South Wales,NSW,Maison Dieu,6,2017
Sydney,Australia,2320.00,415000,New South Wales,NSW,Maitland,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Maitland Bar,6,2017
Sydney,Australia,2320.00,415000,New South Wales,NSW,Maitland North,6,2017
Sydney,Australia,2320.00,415000,New South Wales,NSW,Maitland Vale,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Majors Creek,6,2017
Sydney,Australia,2036.00,840000,New South Wales,NSW,Malabar,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Malabugilmah,6,2017
Sydney,Australia,2571.00,720000,New South Wales,NSW,Maldon,6,2017
Sydney,Australia,2319.00,427500,New South Wales,NSW,Mallabula,6,2017
Sydney,Australia,2733.00,,New South Wales,NSW,Mallan,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Mallanganee,6,2017
Sydney,Australia,2400.00,131500,New South Wales,NSW,Mallowa,6,2017
Sydney,Australia,2536.00,435000,New South Wales,NSW,Maloneys Beach,6,2017
Sydney,Australia,2536.00,435000,New South Wales,NSW,Malua Bay,6,2017
Sydney,Australia,2200.00,640000,New South Wales,NSW,Manahan,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Manar,6,2017
Sydney,Australia,2577.00,753000,New South Wales,NSW,Manchester Square,6,2017
Sydney,Australia,2870.00,255000,New South Wales,NSW,Mandagery,6,2017
Sydney,Australia,2264.00,580000,New South Wales,NSW,Mandalong,6,2017
Sydney,Australia,2575.00,695000,New South Wales,NSW,Mandemar,6,2017
Sydney,Australia,2830.00,340000,New South Wales,NSW,Manera Heights,6,2017
Sydney,Australia,2500.00,620000,New South Wales,NSW,Mangerton,6,2017
Sydney,Australia,2328.00,,New South Wales,NSW,Mangoola,6,2017
Sydney,Australia,2652.00,200000,New South Wales,NSW,Mangoplah,6,2017
Sydney,Australia,2250.00,620000,New South Wales,NSW,Mangrove Creek,6,2017
Sydney,Australia,2250.00,620000,New South Wales,NSW,Mangrove Mountain,6,2017
Sydney,Australia,2865.00,,New South Wales,NSW,Manildra,6,2017
Sydney,Australia,2346.00,313750,New South Wales,NSW,Manilla,6,2017
Sydney,Australia,2095.00,1200000,New South Wales,NSW,Manly,6,2017
Sydney,Australia,2095.00,1200000,New South Wales,NSW,Manly East,6,2017
Sydney,Australia,2093.00,1470000,New South Wales,NSW,Manly Vale,6,2017
Sydney,Australia,2259.00,590000,New South Wales,NSW,Mannering Park,6,2017
Sydney,Australia,2430.00,397000,New South Wales,NSW,Manning Point,6,2017
Sydney,Australia,2653.00,,New South Wales,NSW,Mannus,6,2017
Sydney,Australia,2333.00,283250,New South Wales,NSW,Manobalai,6,2017
Sydney,Australia,2582.00,472000,New South Wales,NSW,Manton,6,2017
Sydney,Australia,2539.00,584600,New South Wales,NSW,Manyana,6,2017
Sydney,Australia,2653.00,,New South Wales,NSW,Maragle,6,2017
Sydney,Australia,2765.00,830160,New South Wales,NSW,Maraylya,6,2017
Sydney,Australia,2148.00,710000,New South Wales,NSW,Marayong,6,2017
Sydney,Australia,2800.00,372500,New South Wales,NSW,March,6,2017
Sydney,Australia,2582.00,472000,New South Wales,NSW,Marchmont,6,2017
Sydney,Australia,2259.00,590000,New South Wales,NSW,Mardi,6,2017
Sydney,Australia,2453.00,382500,New South Wales,NSW,Marengo,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Mares Run,6,2017
Sydney,Australia,2663.00,230000,New South Wales,NSW,Marinna,6,2017
Sydney,Australia,2280.00,580000,New South Wales,NSW,Marks Point,6,2017
Sydney,Australia,2423.00,330000,New South Wales,NSW,Markwell,6,2017
Sydney,Australia,2429.00,320000,New South Wales,NSW,Marlee,6,2017
Sydney,Australia,2446.00,473000,New South Wales,NSW,Marlo Merrican,6,2017
Sydney,Australia,2775.00,,New South Wales,NSW,Marlow,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Marlowe,6,2017
Sydney,Australia,2284.00,465000,New South Wales,NSW,Marmong Point,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Marom Creek,6,2017
Sydney,Australia,2756.00,760100,New South Wales,NSW,Maroota,6,2017
Sydney,Australia,2035.00,1400000,New South Wales,NSW,Maroubra,6,2017
Sydney,Australia,2035.00,1400000,New South Wales,NSW,Maroubra South,6,2017
Sydney,Australia,2790.00,320000,New South Wales,NSW,Marrangaroo,6,2017
Sydney,Australia,2652.00,200000,New South Wales,NSW,Marrar,6,2017
Sydney,Australia,2204.00,1250000,New South Wales,NSW,Marrickville,6,2017
Sydney,Australia,2204.00,1250000,New South Wales,NSW,Marrickville Metro,6,2017
Sydney,Australia,2204.00,1250000,New South Wales,NSW,Marrickville South,6,2017
Sydney,Australia,2765.00,830160,New South Wales,NSW,Marsden Park,6,2017
Sydney,Australia,2122.00,1139500,New South Wales,NSW,Marsfield,6,2017
Sydney,Australia,2530.00,600000,New South Wales,NSW,Marshall Mount,6,2017
Sydney,Australia,2420.00,367500,New South Wales,NSW,Marshdale,6,2017
Sydney,Australia,2824.00,,New South Wales,NSW,Marthaguy,6,2017
Sydney,Australia,2328.00,,New South Wales,NSW,Martindale,6,2017
Sydney,Australia,2420.00,367500,New South Wales,NSW,Martins Creek,6,2017
Sydney,Australia,2265.00,580000,New South Wales,NSW,Martinsville,6,2017
Sydney,Australia,2579.00,640000,New South Wales,NSW,Marulan,6,2017
Sydney,Australia,2579.00,640000,New South Wales,NSW,Marulan South,6,2017
Sydney,Australia,2454.00,630000,New South Wales,NSW,Marx Hill,6,2017
Sydney,Australia,2287.00,510000,New South Wales,NSW,Maryland,6,2017
Sydney,Australia,2380.00,353000,New South Wales,NSW,Marys Mount,6,2017
Sydney,Australia,2820.00,180000,New South Wales,NSW,Maryvale,6,2017
Sydney,Australia,2293.00,882500,New South Wales,NSW,Maryville,6,2017
Sydney,Australia,2250.00,620000,New South Wales,NSW,Matcham,6,2017
Sydney,Australia,2370.00,227500,New South Wales,NSW,Matheson,6,2017
Sydney,Australia,2710.00,210000,New South Wales,NSW,Mathoura,6,2017
Sydney,Australia,2652.00,200000,New South Wales,NSW,Matong,6,2017
Sydney,Australia,2036.00,840000,New South Wales,NSW,Matraville,6,2017
Sydney,Australia,2711.00,122000,New South Wales,NSW,Maude,6,2017
Sydney,Australia,2382.00,,New South Wales,NSW,Maules Creek,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,Maxwell,6,2017
Sydney,Australia,2365.00,,New South Wales,NSW,Maybole,6,2017
Sydney,Australia,2423.00,330000,New South Wales,NSW,Mayers Flat,6,2017
Sydney,Australia,2552.75,1911130,New South Wales,NSW,Mayfield,24,8068
Sydney,Australia,2304.00,550000,New South Wales,NSW,Mayfield East,6,2017
Sydney,Australia,2304.00,550000,New South Wales,NSW,Mayfield North,6,2017
Sydney,Australia,2304.00,550000,New South Wales,NSW,Mayfield West,6,2017
Sydney,Australia,2710.00,210000,New South Wales,NSW,Mayrung,6,2017
Sydney,Australia,2145.00,747000,New South Wales,NSW,Mays Hill,6,2017
Sydney,Australia,2347.00,,New South Wales,NSW,Mayvale,6,2017
Sydney,Australia,2580.00,418630,New South Wales,NSW,Mcalister,6,2017
Sydney,Australia,2333.00,283250,New South Wales,NSW,Mccullys Gap,6,2017
Sydney,Australia,2330.00,397500,New South Wales,NSW,Mcdougalls Hill,6,2017
Sydney,Australia,2756.00,760100,New South Wales,NSW,Mcgraths Hill,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Mckees Hill,6,2017
Sydney,Australia,2790.00,320000,New South Wales,NSW,Mckellars Park,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Mcleans Ridges,6,2017
Sydney,Australia,2479.00,1000000,New South Wales,NSW,Mcleods Shoot,6,2017
Sydney,Australia,2060.00,1350000,New South Wales,NSW,Mcmahons Point,6,2017
Sydney,Australia,2587.00,,New South Wales,NSW,Mcmahons Reef,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Meadow Flat,6,2017
Sydney,Australia,2114.00,861000,New South Wales,NSW,Meadowbank,6,2017
Sydney,Australia,2484.00,515000,New South Wales,NSW,Mebbin,6,2017
Sydney,Australia,2852.00,265000,New South Wales,NSW,Mebul,6,2017
Sydney,Australia,2780.00,639000,New South Wales,NSW,Medlow Bath,6,2017
Sydney,Australia,2318.00,555000,New South Wales,NSW,Medowie,6,2017
Sydney,Australia,2698.50,933000,New South Wales,NSW,Medway,12,4034
Sydney,Australia,2477.00,583750,New South Wales,NSW,Meerschaum Vale,6,2017
Sydney,Australia,2785.00,610000,New South Wales,NSW,Megalong,6,2017
Sydney,Australia,2453.00,382500,New South Wales,NSW,Megan,6,2017
Sydney,Australia,2669.00,,New South Wales,NSW,Melbergen,6,2017
Sydney,Australia,2453.00,382500,New South Wales,NSW,Meldrum Downs,6,2017
Sydney,Australia,2430.00,397000,New South Wales,NSW,Melinga,6,2017
Sydney,Australia,2756.00,760100,New South Wales,NSW,Mellong,6,2017
Sydney,Australia,2734.00,,New South Wales,NSW,Mellool,6,2017
Sydney,Australia,2114.00,861000,New South Wales,NSW,Melrose Park,6,2017
Sydney,Australia,2320.00,415000,New South Wales,NSW,Melville,6,2017
Sydney,Australia,2594.00,247500,New South Wales,NSW,Memagong,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Menah,6,2017
Sydney,Australia,2234.00,1202500,New South Wales,NSW,Menai,6,2017
Sydney,Australia,2234.00,1202500,New South Wales,NSW,Menai Central,6,2017
Sydney,Australia,2568.00,,New South Wales,NSW,Menangle,6,2017
Sydney,Australia,2842.00,,New South Wales,NSW,Mendooran,6,2017
Sydney,Australia,2388.00,,New South Wales,NSW,Merah North,6,2017
Sydney,Australia,2291.00,920000,New South Wales,NSW,Merewether,6,2017
Sydney,Australia,2291.00,920000,New South Wales,NSW,Merewether Heights,6,2017
Sydney,Australia,2548.00,393500,New South Wales,NSW,Merimbula,6,2017
Sydney,Australia,2537.00,427500,New South Wales,NSW,Meringo,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Mernot,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Meroo,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Meroo Meadow,6,2017
Sydney,Australia,2852.00,265000,New South Wales,NSW,Merotherie,6,2017
Sydney,Australia,2632.00,210000,New South Wales,NSW,Merriangaah,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Merricumbene,6,2017
Sydney,Australia,2827.00,,New South Wales,NSW,Merrigal,6,2017
Sydney,Australia,2581.00,,New South Wales,NSW,Merrill,6,2017
Sydney,Australia,2329.00,,New South Wales,NSW,Merriwa,6,2017
Sydney,Australia,2652.00,200000,New South Wales,NSW,Merriwagga,6,2017
Sydney,Australia,2831.00,,New South Wales,NSW,Merrygoen,6,2017
Sydney,Australia,2160.00,715000,New South Wales,NSW,Merrylands,6,2017
Sydney,Australia,2160.00,715000,New South Wales,NSW,Merrylands West,6,2017
Sydney,Australia,2705.00,256500,New South Wales,NSW,Merungle Hill,6,2017
Sydney,Australia,2577.00,753000,New South Wales,NSW,Meryla,6,2017
Sydney,Australia,2323.00,414500,New South Wales,NSW,Metford,6,2017
Sydney,Australia,2701.00,,New South Wales,NSW,Methul,6,2017
Sydney,Australia,2825.00,,New South Wales,NSW,Miandetta,6,2017
Sydney,Australia,2464.00,447000,New South Wales,NSW,Micalo Island,6,2017
Sydney,Australia,2620.00,450000,New South Wales,NSW,Michelago,6,2017
Sydney,Australia,2870.00,255000,New South Wales,NSW,Mickibri,6,2017
Sydney,Australia,2580.00,418630,New South Wales,NSW,Middle Arm,6,2017
Sydney,Australia,2337.00,318000,New South Wales,NSW,Middle Brook,6,2017
Sydney,Australia,2443.00,421500,New South Wales,NSW,Middle Brother,6,2017
Sydney,Australia,2281.00,615000,New South Wales,NSW,Middle Camp,6,2017
Sydney,Australia,2068.00,2272500,New South Wales,NSW,Middle Cove,6,2017
Sydney,Australia,2158.00,1320000,New South Wales,NSW,Middle Dural,6,2017
Sydney,Australia,2330.00,397500,New South Wales,NSW,Middle Falbrook,6,2017
Sydney,Australia,2630.00,280000,New South Wales,NSW,Middle Flat,6,2017
Sydney,Australia,2483.00,672500,New South Wales,NSW,Middle Pocket,6,2017
Sydney,Australia,2171.00,855000,New South Wales,NSW,Middleton Grange,6,2017
Sydney,Australia,2630.00,280000,New South Wales,NSW,Middlingbank,6,2017
Sydney,Australia,2484.00,515000,New South Wales,NSW,Midginbil,6,2017
Sydney,Australia,2358.00,285000,New South Wales,NSW,Mihi,6,2017
Sydney,Australia,2632.00,210000,New South Wales,NSW,Mila,6,2017
Sydney,Australia,2330.00,397500,New South Wales,NSW,Milbrodale,6,2017
Sydney,Australia,2656.00,,New South Wales,NSW,Milbrulong,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Milkers Flat,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Millah Murrah,6,2017
Sydney,Australia,2440.00,329000,New South Wales,NSW,Millbank,6,2017
Sydney,Australia,2324.00,397500,New South Wales,NSW,Millers Forest,6,2017
Sydney,Australia,2325.00,342000,New South Wales,NSW,Millfield,6,2017
Sydney,Australia,2549.00,452500,New South Wales,NSW,Millingandi,6,2017
Sydney,Australia,2798.00,,New South Wales,NSW,Millthorpe,6,2017
Sydney,Australia,2214.00,915000,New South Wales,NSW,Milperra,6,2017
Sydney,Australia,2615.00,722000,New South Wales,NSW,Milroy,12,4034
Sydney,Australia,2083.00,,New South Wales,NSW,Milsons Passage,6,2017
Sydney,Australia,2061.00,1415500,New South Wales,NSW,Milsons Point,6,2017
Sydney,Australia,2538.00,,New South Wales,NSW,Milton,6,2017
Sydney,Australia,2594.00,247500,New South Wales,NSW,Milvale,6,2017
Sydney,Australia,2666.00,229000,New South Wales,NSW,Mimosa,6,2017
Sydney,Australia,2770.00,532500,New South Wales,NSW,Minchinbury,6,2017
Sydney,Australia,2320.00,415000,New South Wales,NSW,Mindaribba,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Mingoola,6,2017
Sydney,Australia,2312.00,470000,New South Wales,NSW,Minimbah,6,2017
Sydney,Australia,2720.00,255000,New South Wales,NSW,Minjary,6,2017
Sydney,Australia,2287.00,510000,New South Wales,NSW,Minmi,6,2017
Sydney,Australia,2533.00,760000,New South Wales,NSW,Minnamurra,6,2017
Sydney,Australia,2462.00,,New South Wales,NSW,Minnie Water,6,2017
Sydney,Australia,2830.00,340000,New South Wales,NSW,Minore,6,2017
Sydney,Australia,2566.00,646500,New South Wales,NSW,Minto,6,2017
Sydney,Australia,2566.00,646500,New South Wales,NSW,Minto Heights,6,2017
Sydney,Australia,2228.00,1301000,New South Wales,NSW,Miranda,6,2017
Sydney,Australia,2330.00,397500,New South Wales,NSW,Mirannie,6,2017
Sydney,Australia,2264.00,580000,New South Wales,NSW,Mirrabooka,6,2017
Sydney,Australia,2665.00,95500,New South Wales,NSW,Mirrool,6,2017
Sydney,Australia,2449.00,,New South Wales,NSW,Missabotti,6,2017
Sydney,Australia,2050.00,843000,New South Wales,NSW,Missenden Road,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Mitchell,6,2017
Sydney,Australia,2330.00,397500,New South Wales,NSW,Mitchells Flat,6,2017
Sydney,Australia,2430.00,397000,New South Wales,NSW,Mitchells Island,6,2017
Sydney,Australia,2575.00,695000,New South Wales,NSW,Mittagong,6,2017
Sydney,Australia,2731.00,382000,New South Wales,NSW,Moama,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Modanville,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Mogareeka,6,2017
Sydney,Australia,2537.00,427500,New South Wales,NSW,Mogendoura,6,2017
Sydney,Australia,2370.00,227500,New South Wales,NSW,Moggs Swamp,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Mogilla,6,2017
Sydney,Australia,2693.00,804000,New South Wales,NSW,Mogo,12,4034
Sydney,Australia,2775.00,,New South Wales,NSW,Mogo Creek,6,2017
Sydney,Australia,2538.00,,New South Wales,NSW,Mogood,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Mograni,6,2017
Sydney,Australia,2830.00,340000,New South Wales,NSW,Mogriguy,6,2017
Sydney,Australia,2710.00,210000,New South Wales,NSW,Moira,6,2017
Sydney,Australia,2372.00,255000,New South Wales,NSW,Mole River,6,2017
Sydney,Australia,2460.00,321000,New South Wales,NSW,Moleville Creek,6,2017
Sydney,Australia,2842.00,,New South Wales,NSW,Mollyan,6,2017
Sydney,Australia,2539.00,584600,New South Wales,NSW,Mollymook,6,2017
Sydney,Australia,2539.00,584600,New South Wales,NSW,Mollymook Beach,6,2017
Sydney,Australia,2866.00,335000,New South Wales,NSW,Molong,6,2017
Sydney,Australia,2103.00,1400000,New South Wales,NSW,Mona Vale,6,2017
Sydney,Australia,2738.00,,New South Wales,NSW,Monak,6,2017
Sydney,Australia,2480.00,389000,New South Wales,NSW,Monaltrie,6,2017
Sydney,Australia,2111.00,825000,New South Wales,NSW,Monash Park,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Mondayong,6,2017
Sydney,Australia,2430.00,397000,New South Wales,NSW,Mondrook,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Monga,6,2017
Sydney,Australia,2622.00,555000,New South Wales,NSW,Mongarlowe,6,2017
Sydney,Australia,2470.00,265000,New South Wales,NSW,Mongogarie,6,2017
Sydney,Australia,2675.00,,New South Wales,NSW,Monia Gap,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Monivae,6,2017
Sydney,Australia,2415.00,,New South Wales,NSW,Monkerai,6,2017
Sydney,Australia,2594.00,247500,New South Wales,NSW,Monteagle,6,2017
Sydney,Australia,2482.00,790000,New South Wales,NSW,Montecollum,6,2017
Sydney,Australia,2820.00,180000,New South Wales,NSW,Montefiores,6,2017
Sydney,Australia,2217.00,817500,New South Wales,NSW,Monterey,6,2017
Sydney,Australia,2483.00,672500,New South Wales,NSW,Mooball,6,2017
Sydney,Australia,2337.00,318000,New South Wales,NSW,Moobi,6,2017
Sydney,Australia,2370.00,227500,New South Wales,NSW,Moogem,6,2017
Sydney,Australia,2820.00,180000,New South Wales,NSW,Mookerawa,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Mookima Wybra,6,2017
Sydney,Australia,2850.00,369000,New South Wales,NSW,Moolarben,6,2017
Sydney,Australia,2540.00,520000,New South Wales,NSW,Moollattoo,6,2017
Sydney,Australia,2734.00,,New South Wales,NSW,Moolpa,6,2017
Sydney,Australia,2665.00,95500,New South Wales,NSW,Moombooldool,6,2017
Sydney,Australia,2354.00,450000,New South Wales,NSW,Moona Plains,6,2017
Sydney,Australia,2710.00,210000,New South Wales,NSW,Moonahcullah,6,2017
Sydney,Australia,2337.00,318000,New South Wales,NSW,Moonan Brook,6,2017
Sydney,Australia,2337.00,318000,New South Wales,NSW,Moonan Flat,6,2017
Sydney,Australia,2627.00,340000,New South Wales,NSW,Moonbah,6,2017
Sydney,Australia,2353.00,,New South Wales,NSW,Moonbi,6,2017
Sydney,Australia,2710.00,210000,New South Wales,NSW,Moonbria,6,2017
Sydney,Australia,2440.00,329000,New South Wales,NSW,Mooneba,6,2017
Sydney,Australia,2259.00,590000,New South Wales,NSW,Moonee,6,2017
Sydney,Australia,2450.00,440000,New South Wales,NSW,Moonee Beach,6,2017
Sydney,Australia,2083.00,,New South Wales,NSW,Mooney Mooney,6,2017
Sydney,Australia,2250.00,620000,New South Wales,NSW,Mooney Mooney Creek,6,2017
Sydney,Australia,2453.00,382500,New South Wales,NSW,Moonpar,6,2017
Sydney,Australia,2429.00,320000,New South Wales,NSW,Mooral Creek,6,2017
Sydney,Australia,2804.00,,New South Wales,NSW,Moorbel,6,2017
Sydney,Australia,2340.00,333000,New South Wales,NSW,Moore Creek,6,2017
Sydney,Australia,2170.00,678000,New South Wales,NSW,Moorebank,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Moorilda,6,2017
Sydney,Australia,2443.00,421500,New South Wales,NSW,Moorland,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,Moorong,6,2017
Sydney,Australia,2640.00,335000,New South Wales,NSW,Moorwatha,6,2017
Sydney,Australia,2440.00,329000,New South Wales,NSW,Moparrabah,6,2017
Sydney,Australia,2422.00,340560,New South Wales,NSW,Moppy,6,2017
Sydney,Australia,2710.00,210000,New South Wales,NSW,Morago,6,2017
Sydney,Australia,2666.00,229000,New South Wales,NSW,Morangarell,6,2017
Sydney,Australia,2550.00,419000,New South Wales,NSW,Morans Crossing,6,2017
Sydney,Australia,2400.00,131500,New South Wales,NSW,Moree,6,2017
Sydney,Australia,2400.00,131500,New South Wales,NSW,Moree East,6,2017
Sydney,Australia,2264.00,580000,New South Wales,NSW,Morisset,6,2017
Sydney,Australia,2264.00,580000,New South Wales,NSW,Morisset Park,6,2017
Sydney,Australia,2108.00,2000000,New South Wales,NSW,Morning Bay,6,2017
Sydney,Australia,2469.00,255000,New South Wales,NSW,Mororo,6,2017
Sydney,Australia,2321.00,465500,New South Wales,NSW,Morpeth,6,2017
Sydney,Australia,2223.00,1195000,New South Wales,NSW,Mortdale,6,2017
Sydney,Australia,2137.00,1275000,New South Wales,NSW,Mortlake,6,2017
Sydney,Australia,2538.00,,New South Wales,NSW,Morton,6,2017
Sydney,Australia,2446.00,473000,New South Wales,NSW,Mortons Creek,6,2017
Sydney,Australia,2790.00,320000,New South Wales,NSW,Morts Estate,6,2017
Sydney,Australia,2325.00,342000,New South Wales,NSW,Moruben,6,2017
Sydney,Australia,2700.00,196000,New South Wales,NSW,Morundah,6,2017
Sydney,Australia,2537.00,427500,New South Wales,NSW,Moruya,6,2017
Sydney,Australia,2537.00,427500,New South Wales,NSW,Moruya Heads,6,2017
Sydney,Australia,2515.00,227500,New South Wales,NSW,Morven,12,4034
Sydney,Australia,2088.00,1860000,New South Wales,NSW,Mosman,6,2017
Sydney,Australia,2577.00,753000,New South Wales,NSW,Moss Vale,6,2017
Sydney,Australia,2537.00,427500,New South Wales,NSW,Mossy Point,6,2017
Sydney,Australia,2426.00,,New South Wales,NSW,Moto,6,2017
Sydney,Australia,2733.00,,New South Wales,NSW,Moulamein,6,2017
Sydney,Australia,2729.00,,New South Wales,NSW,Mount Adrah,6,2017
Sydney,Australia,2567.00,750000,New South Wales,NSW,Mount Annan,6,2017
Sydney,Australia,2820.00,180000,New South Wales,NSW,Mount Aquila,6,2017
Sydney,Australia,2820.00,180000,New South Wales,NSW,Mount Arthur,6,2017
Sydney,Australia,2650.00,344500,New South Wales,NSW,Mount Austin,6,2017
Sydney,Australia,2484.00,515000,New South Wales,NSW,Mount Burrell,6,2017
Sydney,Australia,2079.00,1210000,New South Wales,NSW,Mount Colah,6,2017
Sydney,Australia,2794.00,230000,New South Wales,NSW,Mount Collins,6,2017
Sydney,Australia,2665.00,95500,New South Wales,NSW,Mount Crystal,6,2017
Sydney,Australia,2632.00,210000,New South Wales,NSW,Mount Darragh,6,2017
Sydney,Australia,2795.00,407500,New South Wales,NSW,Mount David,6,2017
Sydney,Australia,2320.00,415000,New South Wales,NSW,Mount Dee,6,2017
Sydney,Australia,2770.00,532500,New South Wales,NSW,Mount Druitt,6,2017
Sydney,Australia,2770.00,532500,New South Wales,NSW,Mount Druitt Village,6,2017
Sydney,Australia,2250.00,620000,New South Wales,NSW,Mount Elliot,6,2017
