Country,State,StateCode,City,Suburb,Average of PostCode,PropertyMedianValue,Average of Average of Latitude,Average of Average of Longitude,UpdatedMonth,UpdatedYear
Australia,Queensland,QLD,Sunshine Coast,Cedar Creek,4520,0,-27.327982,152.802966,0,0
Australia,Queensland,QLD,Sunshine Coast,Cedar Pocket,4570,0,-26.198579,152.752262,0,0
Australia,Queensland,QLD,Sunshine Coast,Cedarton,4514,0,-26.8617,152.815532,0,0
Australia,Queensland,QLD,Sunshine Coast,Chatsworth,4570,0,-26.147944,152.622833,0,0
Australia,Queensland,QLD,Sunshine Coast,Chevallum,4555,0,-26.695853,152.987885,0,0
Australia,Queensland,QLD,Sunshine Coast,Cinnabar,4600,0,-26.121675,152.186896,0,0
Australia,Queensland,QLD,Sunshine Coast,Clear Mountain,4500,0,-27.301513,152.87636,0,0
Australia,Queensland,QLD,Sunshine Coast,Closeburn,4520,0,-27.326359,152.864868,0,0
Australia,Queensland,QLD,Sunshine Coast,Coes Creek,4560,0,-26.646398,152.94386,0,0
Australia,Queensland,QLD,Sunshine Coast,Coles Creek,4570,0,-26.359846,152.744387,0,0
Australia,Queensland,QLD,Sunshine Coast,Commissioners Flat,4514,0,-26.860954,152.826874,0,0
Australia,Queensland,QLD,Sunshine Coast,Como,4571,0,-26.219743,152.931885,0,0
Australia,Queensland,QLD,Sunshine Coast,Conondale,4552,0,-26.729579,152.71854,0,0
Australia,Queensland,QLD,Sunshine Coast,Coochin Creek,4519,0,-26.884288,153.05717,0,0
Australia,Queensland,QLD,Sunshine Coast,Coolabine,4574,0,-26.600831,152.762607,0,0
Australia,Queensland,QLD,Sunshine Coast,Cooloola,4580,0,-26.005381,153.057271,0,0
Australia,Queensland,QLD,Sunshine Coast,Cooloola Cove,4580,0,-25.957633,152.979814,0,0
Australia,Queensland,QLD,Sunshine Coast,Cooloolabin,4560,0,-26.537605,152.901872,0,0
Australia,Queensland,QLD,Sunshine Coast,Coolum Beach,4573,0,-26.527219,153.090485,0,0
Australia,Queensland,QLD,Sunshine Coast,Coondoo,4570,0,-26.186272,152.907528,0,0
Australia,Queensland,QLD,Sunshine Coast,Cooran,4569,0,-26.334574,152.822844,0,0
Australia,Queensland,QLD,Sunshine Coast,Cooroibah,4565,0,-26.357514,153.006708,0,0
Australia,Queensland,QLD,Sunshine Coast,Cooroy,4563,0,-26.417401,152.910425,0,0
Australia,Queensland,QLD,Sunshine Coast,Cooroy Mountain,4563,0,-26.425173,152.953824,0,0
Australia,Queensland,QLD,Sunshine Coast,Cootharaba,4565,0,-26.297707,152.937252,0,0
Australia,Queensland,QLD,Sunshine Coast,Corella,4570,0,-26.101521,152.639335,0,0
Australia,Queensland,QLD,Sunshine Coast,Cotton Tree,4558,0,-26.655187,153.098747,0,0
Australia,Queensland,QLD,Sunshine Coast,Crohamhurst,4519,0,-26.808082,152.860914,0,0
Australia,Queensland,QLD,Sunshine Coast,Crystal Waters,4552,0,-26.782137,152.716127,0,0
Australia,Queensland,QLD,Sunshine Coast,Curra,4570,0,-26.084421,152.58158,0,0
Australia,Queensland,QLD,Sunshine Coast,Curramore,4552,0,-26.694311,152.803487,0,0
Australia,Queensland,QLD,Sunshine Coast,Currimundi,4551,0,-26.770692,153.122988,0,0
Australia,Queensland,QLD,Sunshine Coast,D'Aguilar,4514,0,-26.987127,152.797781,0,0
Australia,Queensland,QLD,Sunshine Coast,Dagun,4570,0,-26.320531,152.680609,0,0
Australia,Queensland,QLD,Sunshine Coast,Dakabin,4503,0,-27.226474,152.980732,0,0
Australia,Queensland,QLD,Sunshine Coast,Dayboro,4521,0,-27.196196,152.82427,0,0
Australia,Queensland,QLD,Sunshine Coast,Deception Bay,4508,0,-27.196702,153.029501,0,0
Australia,Queensland,QLD,Sunshine Coast,Delaneys Creek,4514,0,-27.018323,152.779059,0,0
Australia,Queensland,QLD,Sunshine Coast,Diamond Valley,4553,0,-26.756517,152.932651,0,0
Australia,Queensland,QLD,Sunshine Coast,Dicky Beach,4551,0,-26.782893,153.134356,0,0
Australia,Queensland,QLD,Sunshine Coast,Diddillibah,4559,0,-26.646035,153.035002,0,0
Australia,Queensland,QLD,Sunshine Coast,Donnybrook,4510,0,-27.001244,153.070349,0,0
Australia,Queensland,QLD,Sunshine Coast,Doonan,4562,0,-26.464484,152.993706,0,0
Australia,Queensland,QLD,Sunshine Coast,Downsfield,4570,0,-26.038001,152.732593,0,0
Australia,Queensland,QLD,Sunshine Coast,Draper,4520,0,-27.348378,152.902552,0,0
Australia,Queensland,QLD,Sunshine Coast,Dulong,4560,0,-26.64265,152.890301,0,0
Australia,Queensland,QLD,Sunshine Coast,East Deep Creek,4570,0,-26.196191,152.717857,0,0
Australia,Queensland,QLD,Sunshine Coast,Eerwah Vale,4562,0,-26.479256,152.929887,0,0
Australia,Queensland,QLD,Sunshine Coast,Elaman Creek,4552,0,-26.723511,152.768801,0,0
Australia,Queensland,QLD,Sunshine Coast,Elimbah,4516,0,-27.015065,152.944523,0,0
Australia,Queensland,QLD,Sunshine Coast,Enoggera Reservoir,4520,0,-27.429865,152.864844,0,0
Australia,Queensland,QLD,Sunshine Coast,Eudlo,4554,0,-26.725961,152.957869,0,0
Australia,Queensland,QLD,Sunshine Coast,Eumundi,4562,0,-26.477184,152.952495,0,0
Australia,Queensland,QLD,Sunshine Coast,Eurong,4581,0,-25.51083,153.123577,0,0
Australia,Queensland,QLD,Sunshine Coast,Fishermans Pocket,4570,0,-26.160454,152.575153,0,0
Australia,Queensland,QLD,Sunshine Coast,Flaxton,4560,0,-26.660923,152.883183,0,0
Australia,Queensland,QLD,Sunshine Coast,Forest Glen,4556,0,-26.680346,153.01399,0,0
Australia,Queensland,QLD,Sunshine Coast,Fraser Island,4581,0,-25.247222,153.151423,0,0
Australia,Queensland,QLD,Sunshine Coast,Gheerulla,4574,0,-26.567247,152.764848,0,0
Australia,Queensland,QLD,Sunshine Coast,Gilldora,4570,0,-26.305184,152.679337,0,0
Australia,Queensland,QLD,Sunshine Coast,Glanmire,4570,0,-26.228095,152.69553,0,0
Australia,Queensland,QLD,Sunshine Coast,Glass House Mountains,4518,0,-26.897918,152.959204,0,0
Australia,Queensland,QLD,Sunshine Coast,Glastonbury,4570,0,-26.213581,152.518076,0,0
Australia,Queensland,QLD,Sunshine Coast,Glen Echo,4570,0,-25.932044,152.44154,0,0
Australia,Queensland,QLD,Sunshine Coast,Glenfern,4515,0,-26.959741,152.609621,0,0
Australia,Queensland,QLD,Sunshine Coast,Glenview,4553,0,-26.766784,153.014886,0,0
Australia,Queensland,QLD,Sunshine Coast,Glenwood,4570,0,-25.955162,152.601031,0,0
Australia,Queensland,QLD,Sunshine Coast,Godwin Beach,4511,0,-27.084803,153.113383,0,0
Australia,Queensland,QLD,Sunshine Coast,Golden Beach,4551,0,-26.823016,153.119868,0,0
Australia,Queensland,QLD,Sunshine Coast,Goomboorian,4570,0,-26.071765,152.790998,0,0
Australia,Queensland,QLD,Sunshine Coast,Goomeri,4601,0,-26.18254,152.068671,0,0
Australia,Queensland,QLD,Sunshine Coast,Goomeribong,4601,0,-26.135246,152.010305,0,0
Australia,Queensland,QLD,Sunshine Coast,Greens Creek,4570,0,-26.175361,152.769886,0,0
Australia,Queensland,QLD,Sunshine Coast,Griffin,4503,0,-27.272654,153.025911,0,0
Australia,Queensland,QLD,Sunshine Coast,Gunalda,4570,0,-25.992842,152.563115,0,0
Australia,Queensland,QLD,Sunshine Coast,Gympie,4570,0,-26.189352,152.660272,0,0
Australia,Queensland,QLD,Sunshine Coast,Harper Creek,4552,0,-26.75086,152.739815,0,0
Australia,Queensland,QLD,Sunshine Coast,Hazeldean,4515,0,-27.027835,152.54493,0,0
Australia,Queensland,QLD,Sunshine Coast,Highvale,4520,0,-27.378419,152.815066,0,0
Australia,Queensland,QLD,Sunshine Coast,Highworth,4560,0,-26.620232,152.930627,0,0
Australia,Queensland,QLD,Sunshine Coast,Hunchy,4555,0,-26.681989,152.903623,0,0
Australia,Queensland,QLD,Sunshine Coast,Ilkley,4554,0,-26.717333,153.002241,0,0
Australia,Queensland,QLD,Sunshine Coast,Image Flat,4560,0,-26.600915,152.932533,0,0
Australia,Queensland,QLD,Sunshine Coast,Imbil,4570,0,-26.460114,152.676722,0,0
Australia,Queensland,QLD,Sunshine Coast,Inskip,4581,0,-25.827732,153.067201,0,0
Australia,Queensland,QLD,Sunshine Coast,Jimna,4515,0,-26.660424,152.464714,0,0
Australia,Queensland,QLD,Sunshine Coast,Jollys Lookout,4520,0,-27.402083,152.814776,0,0
Australia,Queensland,QLD,Sunshine Coast,Jones Hill,4570,0,-26.228044,152.670608,0,0
Australia,Queensland,QLD,Sunshine Coast,Joyner,4500,0,-27.287288,152.952112,0,0
Australia,Queensland,QLD,Sunshine Coast,Kallangur,4503,0,-27.25075,152.992606,0,0
Australia,Queensland,QLD,Sunshine Coast,Kandanga,4570,0,-26.38728,152.677261,0,0
Australia,Queensland,QLD,Sunshine Coast,Kandanga Creek,4570,0,-26.387811,152.647447,0,0
Australia,Queensland,QLD,Sunshine Coast,Kanigan,4570,0,-25.930942,152.59834,0,0
Australia,Queensland,QLD,Sunshine Coast,Kenilworth,4574,0,-26.591434,152.728144,0,0
Australia,Queensland,QLD,Sunshine Coast,Kia Ora,4570,0,-26.013351,152.765681,0,0
Australia,Queensland,QLD,Sunshine Coast,Kiamba,4560,0,-26.579534,152.920726,0,0
Australia,Queensland,QLD,Sunshine Coast,Kidaman Creek,4574,0,-26.630506,152.767946,0,0
Australia,Queensland,QLD,Sunshine Coast,Kiels Mountain,4559,0,-26.65073,153.001764,0,0
Australia,Queensland,QLD,Sunshine Coast,Kilcoy,4515,0,-26.94049,152.56432,0,0
Australia,Queensland,QLD,Sunshine Coast,Kilkivan,4600,0,-26.085073,152.237127,0,0
Australia,Queensland,QLD,Sunshine Coast,Kin Kin,4571,0,-26.263911,152.875951,0,0
Australia,Queensland,QLD,Sunshine Coast,Kinbombi,4601,0,-26.196945,152.123874,0,0
Australia,Queensland,QLD,Sunshine Coast,King Scrub,4521,0,-27.172506,152.824981,0,0
Australia,Queensland,QLD,Sunshine Coast,Kingaham,4515,0,-26.553203,152.414575,0,0
Australia,Queensland,QLD,Sunshine Coast,Kings Beach,4551,0,-26.803578,153.138421,0,0
Australia,Queensland,QLD,Sunshine Coast,Kobble Creek,4520,0,-27.252739,152.778642,0,0
Australia,Queensland,QLD,Sunshine Coast,Kulangoor,4560,0,-26.590834,152.968901,0,0
Australia,Queensland,QLD,Sunshine Coast,Kuluin,4558,0,-26.656994,153.054372,0,0
Australia,Queensland,QLD,Sunshine Coast,Kunda Park,4556,0,-26.66233,153.035168,0,0
Australia,Queensland,QLD,Sunshine Coast,Kureelpa,4560,0,-26.616715,152.901028,0,0
Australia,Queensland,QLD,Sunshine Coast,Kurwongbah,4503,0,-27.225828,152.947552,0,0
Australia,Queensland,QLD,Sunshine Coast,Kybong,4570,0,-26.317171,152.717169,0,0
Australia,Queensland,QLD,Sunshine Coast,Laceys Creek,4521,0,-27.203109,152.749008,0,0
Australia,Queensland,QLD,Sunshine Coast,Lagoon Pocket,4570,0,-26.279781,152.664619,0,0
Australia,Queensland,QLD,Sunshine Coast,Lake Borumba,4570,0,-26.514388,152.498067,0,0
Australia,Queensland,QLD,Sunshine Coast,Lake Macdonald,4563,0,-26.388501,152.956174,0,0
Australia,Queensland,QLD,Sunshine Coast,Landers Shoot,4555,0,-26.708419,152.931989,0,0
Australia,Queensland,QLD,Sunshine Coast,Landsborough,4550,0,-26.808565,152.963941,0,0
Australia,Queensland,QLD,Sunshine Coast,Langshaw,4570,0,-26.299912,152.582257,0,0
Australia,Queensland,QLD,Sunshine Coast,Lawnton,4501,0,-27.281605,152.980942,0,0
Australia,Queensland,QLD,Sunshine Coast,Little Mountain,4551,0,-26.785862,153.095128,0,0
Australia,Queensland,QLD,Sunshine Coast,Long Flat,4570,0,-26.262581,152.662679,0,0
Australia,Queensland,QLD,Sunshine Coast,Lower Wonga,4570,0,-26.091943,152.49222,0,0
Australia,Queensland,QLD,Sunshine Coast,Maleny,4552,0,-26.75842,152.852971,0,0
Australia,Queensland,QLD,Sunshine Coast,Mango Hill,4509,0,-27.232691,153.017319,0,0
Australia,Queensland,QLD,Sunshine Coast,Manumbar,4601,0,-26.399383,152.272103,0,0
Australia,Queensland,QLD,Sunshine Coast,Manyung,4601,0,-26.206945,152.027655,0,0
Australia,Queensland,QLD,Sunshine Coast,Mapleton,4560,0,-26.623295,152.866239,0,0
Australia,Queensland,QLD,Sunshine Coast,Marcoola,4564,0,-26.583856,153.096211,0,0
Australia,Queensland,QLD,Sunshine Coast,Marcus Beach,4573,0,-26.452849,153.101048,0,0
Australia,Queensland,QLD,Sunshine Coast,Marodian,4570,0,-25.848465,152.303881,0,0
Australia,Queensland,QLD,Sunshine Coast,Maroochy River,4561,0,-26.579019,153.010301,0,0
Australia,Queensland,QLD,Sunshine Coast,Maroochydore,4558,0,-26.652713,153.08974,0,0
Australia,Queensland,QLD,Sunshine Coast,Marys Creek,4570,0,-26.244652,152.56563,0,0
Australia,Queensland,QLD,Sunshine Coast,Mcintosh Creek,4570,0,-26.26441,152.642273,0,0
Australia,Queensland,QLD,Sunshine Coast,Melawondi,4570,0,-26.411091,152.662297,0,0
Australia,Queensland,QLD,Sunshine Coast,Meldale,4510,0,-27.033612,153.072427,0,0
Australia,Queensland,QLD,Sunshine Coast,Meridan Plains,4551,0,-26.774066,153.053848,0,0
Australia,Queensland,QLD,Sunshine Coast,Minyama,4575,0,-26.69683,153.125213,0,0
Australia,Queensland,QLD,Sunshine Coast,Miva,4570,0,-25.957244,152.495339,0,0
Australia,Queensland,QLD,Sunshine Coast,Moffat Beach,4551,0,-26.790229,153.140122,0,0
Australia,Queensland,QLD,Sunshine Coast,Monkland,4570,0,-26.210092,152.682646,0,0
Australia,Queensland,QLD,Sunshine Coast,Mons,4556,0,-26.690248,153.024116,0,0
Australia,Queensland,QLD,Sunshine Coast,Monsildale,4515,0,-26.698214,152.398287,0,0
Australia,Queensland,QLD,Sunshine Coast,Montville,4560,0,-26.692535,152.895286,0,0
Australia,Queensland,QLD,Sunshine Coast,Moodlu,4510,0,-27.064119,152.911299,0,0
Australia,Queensland,QLD,Sunshine Coast,Mooloo,4570,0,-26.301921,152.611457,0,0
Australia,Queensland,QLD,Sunshine Coast,Mooloolaba,4557,0,-26.677686,153.117168,0,0
Australia,Queensland,QLD,Sunshine Coast,Mooloolah,4553,0,-26.765037,152.962122,0,0
Australia,Queensland,QLD,Sunshine Coast,Mooloolah Valley,4553,0,-26.765037,152.962122,0,0
Australia,Queensland,QLD,Sunshine Coast,Moorina,4506,0,-27.147649,152.860468,0,0
Australia,Queensland,QLD,Sunshine Coast,Morayfield,4506,0,-27.114126,152.951854,0,0
Australia,Queensland,QLD,Sunshine Coast,Mothar Mountain,4570,0,-26.249372,152.74992,0,0
Australia,Queensland,QLD,Sunshine Coast,Mount Archer,4514,0,-27.006202,152.659615,0,0
Australia,Queensland,QLD,Sunshine Coast,Mount Coolum,4573,0,-26.566597,153.092456,0,0
Australia,Queensland,QLD,Sunshine Coast,Mount Delaney,4514,0,-27.009926,152.711981,0,0
Australia,Queensland,QLD,Sunshine Coast,Mount Glorious,4520,0,-27.337717,152.76815,0,0
Australia,Queensland,QLD,Sunshine Coast,Mount Kilcoy,4515,0,-26.883087,152.588364,0,0
Australia,Queensland,QLD,Sunshine Coast,Mount Mee,4521,0,-27.074359,152.769772,0,0
Australia,Queensland,QLD,Sunshine Coast,Mount Mellum,4550,0,-26.803472,152.937796,0,0
Australia,Queensland,QLD,Sunshine Coast,Mount Nebo,4520,0,-27.397168,152.783717,0,0
Australia,Queensland,QLD,Sunshine Coast,Mount Pleasant,4521,0,-27.132252,152.774106,0,0
Australia,Queensland,QLD,Sunshine Coast,Mount Samson,4520,0,-27.296314,152.850851,0,0
Australia,Queensland,QLD,Sunshine Coast,Mountain Creek,4557,0,-26.696362,153.092434,0,0
Australia,Queensland,QLD,Sunshine Coast,Moy Pocket,4574,0,-26.508502,152.736473,0,0
Australia,Queensland,QLD,Sunshine Coast,Mudjimba,4564,0,-26.622195,153.090942,0,0
Australia,Queensland,QLD,Sunshine Coast,Mudlo,4600,0,-26.017454,152.23326,0,0
Australia,Queensland,QLD,Sunshine Coast,Munna Creek,4570,0,-25.899533,152.475815,0,0
Australia,Queensland,QLD,Sunshine Coast,Murrumba Downs,4503,0,-27.258672,153.006916,0,0
Australia,Queensland,QLD,Sunshine Coast,Nahrunda,4570,0,-26.202624,152.624645,0,0
Australia,Queensland,QLD,Sunshine Coast,Nambour,4560,0,-26.625807,152.959917,0,0
Australia,Queensland,QLD,Sunshine Coast,Nambour West,4560,0,-26.62222,152.941864,0,0
Australia,Queensland,QLD,Sunshine Coast,Narangba,4504,0,-27.186964,152.928542,0,0
Australia,Queensland,QLD,Sunshine Coast,Neerdie,4570,0,-26.002851,152.753946,0,0
Australia,Queensland,QLD,Sunshine Coast,Neurum,4514,0,-26.964873,152.698716,0,0
Australia,Queensland,QLD,Sunshine Coast,Neusa Vale,4570,0,-26.19637,152.840944,0,0
Australia,Queensland,QLD,Sunshine Coast,Ninderry,4561,0,-26.542633,152.97283,0,0
Australia,Queensland,QLD,Sunshine Coast,Ningi,4511,0,-27.063476,153.080637,0,0
Australia,Queensland,QLD,Sunshine Coast,Noosa Heads,4567,0,-26.396175,153.089397,0,0
Australia,Queensland,QLD,Sunshine Coast,Noosa North Shore,4565,0,-26.455052,153.074287,0,0
Australia,Queensland,QLD,Sunshine Coast,Noosaville,4566,0,-26.402039,153.064626,0,0
Australia,Queensland,QLD,Sunshine Coast,North Arm,4561,0,-26.50859,152.95881,0,0
Australia,Queensland,QLD,Sunshine Coast,North Deep Creek,4570,0,-26.136467,152.681097,0,0
Australia,Queensland,QLD,Sunshine Coast,North Lakes,4509,0,-27.220288,153.022987,0,0
Australia,Queensland,QLD,Sunshine Coast,North Maleny,4552,0,-26.73108,152.871116,0,0
Australia,Queensland,QLD,Sunshine Coast,Oakview,4600,0,-26.079534,152.328229,0,0
Australia,Queensland,QLD,Sunshine Coast,Obi Obi,4574,0,-26.647147,152.817187,0,0
Australia,Queensland,QLD,Sunshine Coast,Ocean View,4521,0,-27.143427,152.817476,0,0
Australia,Queensland,QLD,Sunshine Coast,Orchid Beach,4581,0,-24.956129,153.309916,0,0
Australia,Queensland,QLD,Sunshine Coast,Pacific Paradise,4564,0,-26.619769,153.07736,0,0
Australia,Queensland,QLD,Sunshine Coast,Palmview,4553,0,-26.757844,153.059926,0,0
Australia,Queensland,QLD,Sunshine Coast,Palmwoods,4555,0,-26.68639,152.95873,0,0
Australia,Queensland,QLD,Sunshine Coast,Parklands,4560,0,-26.602475,152.967371,0,0
Australia,Queensland,QLD,Sunshine Coast,Parrearra,4575,0,-26.708915,153.129216,0,0
Australia,Queensland,QLD,Sunshine Coast,Paterson,4570,0,-25.893843,152.528664,0,0
Australia,Queensland,QLD,Sunshine Coast,Peachester,4519,0,-26.845729,152.884585,0,0
Australia,Queensland,QLD,Sunshine Coast,Pelican Waters,4551,0,-26.833233,153.106076,0,0
Australia,Queensland,QLD,Sunshine Coast,Peregian Beach,4573,0,-26.480613,153.095633,0,0
Australia,Queensland,QLD,Sunshine Coast,Peregian Beach South,4573,0,-26.491911,153.09306,0,0
Australia,Queensland,QLD,Sunshine Coast,Peregian Springs,4573,0,-26.492298,153.072389,0,0
Australia,Queensland,QLD,Sunshine Coast,Perwillowen,4560,0,-26.638053,152.923032,0,0
Australia,Queensland,QLD,Sunshine Coast,Petrie,4502,0,-27.26876,152.975593,0,0
Australia,Queensland,QLD,Sunshine Coast,Pie Creek,4570,0,-26.240651,152.620218,0,0
Australia,Queensland,QLD,Sunshine Coast,Pinbarren,4568,0,-26.328915,152.858705,0,0
Australia,Queensland,QLD,Sunshine Coast,Point Arkwright,4573,0,-26.545795,153.099177,0,0
Australia,Queensland,QLD,Sunshine Coast,Pomona,4568,0,-26.365826,152.853384,0,0
Australia,Queensland,QLD,Sunshine Coast,Rainbow Beach,4581,0,-25.902126,153.092178,0,0
Australia,Queensland,QLD,Sunshine Coast,Reesville,4552,0,-26.76108,152.788783,0,0
Australia,Queensland,QLD,Sunshine Coast,Ridgewood,4563,0,-26.469133,152.821385,0,0
Australia,Queensland,QLD,Sunshine Coast,Ringtail Creek,4565,0,-26.346323,152.921373,0,0
Australia,Queensland,QLD,Sunshine Coast,Rocksberg,4510,0,-27.107959,152.837003,0,0
Australia,Queensland,QLD,Sunshine Coast,Rosemount,4560,0,-26.632857,153.000091,0,0
Australia,Queensland,QLD,Sunshine Coast,Ross Creek,4570,0,-26.100481,152.747286,0,0
Australia,Queensland,QLD,Sunshine Coast,Royston,4515,0,-26.934054,152.669152,0,0
Australia,Queensland,QLD,Sunshine Coast,Rush Creek,4521,0,-27.196622,152.860633,0,0
Australia,Queensland,QLD,Sunshine Coast,Samford,4520,0,-27.368845,152.850379,0,0
Australia,Queensland,QLD,Sunshine Coast,Samford Valley,4520,0,-27.368845,152.850379,0,0
Australia,Queensland,QLD,Sunshine Coast,Samford Village,4520,0,-27.370213,152.887092,0,0
Australia,Queensland,QLD,Sunshine Coast,Samsonvale,4520,0,-27.270358,152.802721,0,0
Australia,Queensland,QLD,Sunshine Coast,Sandstone Point,4511,0,-27.079573,153.136577,0,0
Australia,Queensland,QLD,Sunshine Coast,Sandy Creek,4515,0,-26.875862,152.642827,0,0
Australia,Queensland,QLD,Sunshine Coast,Scotchy Pocket,4570,0,-25.987282,152.544716,0,0
Australia,Queensland,QLD,Sunshine Coast,Scrubby Creek,4570,0,-26.219652,152.57325,0,0
Australia,Queensland,QLD,Sunshine Coast,Sexton,4570,0,-26.003264,152.43865,0,0
Australia,Queensland,QLD,Sunshine Coast,Sheep Station Creek,4515,0,-26.84321,152.497677,0,0
Australia,Queensland,QLD,Sunshine Coast,Shelly Beach,4551,0,-26.79444,153.142764,0,0
Australia,Queensland,QLD,Sunshine Coast,Sippy Downs,4556,0,-26.71506,153.059414,0,0
Australia,Queensland,QLD,Sunshine Coast,Southside,4570,0,-26.200243,152.644798,0,0
Australia,Queensland,QLD,Sunshine Coast,St Mary,4570,0,-25.754983,152.486064,0,0
Australia,Queensland,QLD,Sunshine Coast,Stanmore,4514,0,-26.878712,152.787712,0,0
Australia,Queensland,QLD,Sunshine Coast,Stony Creek,4514,0,-26.926835,152.712554,0,0
Australia,Queensland,QLD,Sunshine Coast,Strathpine,4500,0,-27.304267,152.989087,0,0
Australia,Queensland,QLD,Sunshine Coast,Strathpine Centre,4500,0,-27.306901,152.993382,0,0
Australia,Queensland,QLD,Sunshine Coast,Sunrise Beach,4567,0,-26.418479,153.108681,0,0
Australia,Queensland,QLD,Sunshine Coast,Sunshine Beach,4567,0,-26.406582,153.104516,0,0
Australia,Queensland,QLD,Sunshine Coast,Sunshine Plaza,4558,0,-26.65511,153.086865,0,0
Australia,Queensland,QLD,Sunshine Coast,Tamaree,4570,0,-26.131111,152.663891,0,0
Australia,Queensland,QLD,Sunshine Coast,Tanawha,4556,0,-26.711518,153.046005,0,0
Australia,Queensland,QLD,Sunshine Coast,Tandur,4570,0,-26.283237,152.760703,0,0
Australia,Queensland,QLD,Sunshine Coast,Tansey,4601,0,-26.041126,152.048683,0,0
Australia,Queensland,QLD,Sunshine Coast,Tewantin,4565,0,-26.387939,153.028425,0,0
Australia,Queensland,QLD,Sunshine Coast,The Dawn,4570,0,-26.242532,152.677027,0,0
Australia,Queensland,QLD,Sunshine Coast,The Palms,4570,0,-26.204782,152.591041,0,0
Australia,Queensland,QLD,Sunshine Coast,Theebine,4570,0,-25.951383,152.541418,0,0
Australia,Queensland,QLD,Sunshine Coast,Tin Can Bay,4580,0,-25.910843,153.006922,0,0
Australia,Queensland,QLD,Sunshine Coast,Tinbeerwah,4563,0,-26.395876,152.982816,0,0
Australia,Queensland,QLD,Sunshine Coast,Toolara Forest,4570,0,-25.983187,152.848407,0,0
Australia,Queensland,QLD,Sunshine Coast,Toorbul,4510,0,-27.033489,153.098146,0,0
Australia,Queensland,QLD,Sunshine Coast,Towen Mountain,4560,0,-26.652434,152.917205,0,0
Australia,Queensland,QLD,Sunshine Coast,Traveston,4570,0,-26.319474,152.781511,0,0
Australia,Queensland,QLD,Sunshine Coast,Tuchekoi,4570,0,-26.38858,152.749649,0,0
Australia,Queensland,QLD,Sunshine Coast,Twin Waters,4564,0,-26.631033,153.076423,0,0
Australia,Queensland,QLD,Sunshine Coast,Two Mile,4570,0,-26.173073,152.643734,0,0
Australia,Queensland,QLD,Sunshine Coast,Upper Caboolture,4510,0,-27.112653,152.900717,0,0
Australia,Queensland,QLD,Sunshine Coast,Upper Glastonbury,4570,0,-26.338562,152.552689,0,0
Australia,Queensland,QLD,Sunshine Coast,Upper Kandanga,4570,0,-26.415001,152.604008,0,0
Australia,Queensland,QLD,Sunshine Coast,Valdora,4561,0,-26.550846,153.00743,0,0
Australia,Queensland,QLD,Sunshine Coast,Verrierdale,4562,0,-26.477296,153.008768,0,0
Australia,Queensland,QLD,Sunshine Coast,Veteran,4570,0,-26.136785,152.708272,0,0
Australia,Queensland,QLD,Sunshine Coast,Victory Heights,4570,0,-26.181106,152.688495,0,0
Australia,Queensland,QLD,Sunshine Coast,Villeneuve,4514,0,-26.96489,152.633236,0,0
Australia,Queensland,QLD,Sunshine Coast,Wallu,4570,0,-25.951251,152.917622,0,0
Australia,Queensland,QLD,Sunshine Coast,Wamuran,4512,0,-27.038849,152.858994,0,0
Australia,Queensland,QLD,Sunshine Coast,Wamuran Basin,4512,0,-27.046993,152.826673,0,0
Australia,Queensland,QLD,Sunshine Coast,Warana,4575,0,-26.719989,153.133247,0,0
Australia,Queensland,QLD,Sunshine Coast,Warner,4500,0,-27.291405,152.953713,0,0
Australia,Queensland,QLD,Sunshine Coast,Welsby,4507,0,-27.027578,153.126296,0,0
Australia,Queensland,QLD,Sunshine Coast,West Woombye,4559,0,-26.659647,152.923786,0,0
Australia,Queensland,QLD,Sunshine Coast,Weyba Downs,4562,0,-26.470204,153.065889,0,0
Australia,Queensland,QLD,Sunshine Coast,White Patch,4507,0,-27.028695,153.124349,0,0
Australia,Queensland,QLD,Sunshine Coast,Whiteside,4503,0,-27.255364,152.929729,0,0
Australia,Queensland,QLD,Sunshine Coast,Widgee,4570,0,-26.204093,152.438829,0,0
Australia,Queensland,QLD,Sunshine Coast,Widgee Crossing North,4570,0,-26.188022,152.620923,0,0
Australia,Queensland,QLD,Sunshine Coast,Widgee Crossing South,4570,0,-26.205026,152.607095,0,0
Australia,Queensland,QLD,Sunshine Coast,Wights Mountain,4520,0,-27.394964,152.851734,0,0
Australia,Queensland,QLD,Sunshine Coast,Wilsons Pocket,4570,0,-26.127145,152.807576,0,0
Australia,Queensland,QLD,Sunshine Coast,Winya,4515,0,-26.928612,152.587053,0,0
Australia,Queensland,QLD,Sunshine Coast,Witta,4552,0,-26.717934,152.817462,0,0
Australia,Queensland,QLD,Sunshine Coast,Wolvi,4570,0,-26.174185,152.824308,0,0
Australia,Queensland,QLD,Sunshine Coast,Woodford,4514,0,-26.954839,152.777875,0,0
Australia,Queensland,QLD,Sunshine Coast,Woolmar,4515,0,-26.947059,152.508454,0,0
Australia,Queensland,QLD,Sunshine Coast,Woolooga,4570,0,-26.054374,152.392632,0,0
Australia,Queensland,QLD,Sunshine Coast,Woombye,4559,0,-26.660957,152.96357,0,0
Australia,Queensland,QLD,Sunshine Coast,Woondum,4570,0,-26.257911,152.734158,0,0
Australia,Queensland,QLD,Sunshine Coast,Woorim,4507,0,-27.070229,153.202457,0,0
