Country,State,StateCode,City,Suburb,Average of PostCode,PropertyMedianValue,Average of Average of Latitude,Average of Average of Longitude,UpdatedMonth,UpdatedYear
Australia,Queensland,QLD,Sunshine Coast,Wootha,4552,0,-26.781812,152.822754,0,0
Australia,Queensland,QLD,Sunshine Coast,Wrattens Forest,4601,0,-26.292283,152.334541,0,0
Australia,Queensland,QLD,Sunshine Coast,Wurtulla,4575,0,-26.759388,153.12511,0,0
Australia,Queensland,QLD,Sunshine Coast,Yandina,4561,0,-26.561202,152.956271,0,0
Australia,Queensland,QLD,Sunshine Coast,Yandina Creek,4561,0,-26.525975,153.022999,0,0
Australia,Queensland,QLD,Sunshine Coast,Yaroomba,4573,0,-26.552011,153.098093,0,0
Australia,Queensland,QLD,Sunshine Coast,Yugar,4520,0,-27.345193,152.87409,0,0
Australia,Queensland,QLD,Toowoomba,Abbeywood,4613,0,-26.106878,151.6288,0,0
Australia,Queensland,QLD,Toowoomba,Acland,4401,0,-27.303702,151.691102,0,0
Australia,Queensland,QLD,Toowoomba,Adavale,4474,0,-25.909385,144.598632,0,0
Australia,Queensland,QLD,Toowoomba,Alice Creek,4610,0,-26.760017,151.631701,0,0
Australia,Queensland,QLD,Toowoomba,Allora,4362,0,-28.035848,151.982723,0,0
Australia,Queensland,QLD,Toowoomba,Amby,4462,0,-26.549209,148.186897,0,0
Australia,Queensland,QLD,Toowoomba,Amiens,4352,0,-28.583622,151.801093,0,0
Australia,Queensland,QLD,Toowoomba,Anduramba,4355,0,-27.134613,152.085883,0,0
Australia,Queensland,QLD,Toowoomba,Applethorpe,4378,0,-28.613948,151.955491,0,0
Australia,Queensland,QLD,Toowoomba,Athol,4350,0,-27.615354,151.774846,0,0
Australia,Queensland,QLD,Toowoomba,Aubigny,4401,0,-27.522226,151.641744,0,0
Australia,Queensland,QLD,Toowoomba,Augathella,4477,0,-25.794685,146.586608,0,0
Australia,Queensland,QLD,Toowoomba,Back Plains,4361,0,-27.894403,151.799775,0,0
Australia,Queensland,QLD,Toowoomba,Baffle West,4454,0,-25.724492,148.672028,0,0
Australia,Queensland,QLD,Toowoomba,Bakers Bend,4470,0,-26.647239,146.176789,0,0
Australia,Queensland,QLD,Toowoomba,Baking Board,4413,0,-26.706834,150.545144,0,0
Australia,Queensland,QLD,Toowoomba,Balgowan,4401,0,-27.247876,151.695191,0,0
Australia,Queensland,QLD,Toowoomba,Ballandean,4382,0,-28.798985,151.842238,0,0
Australia,Queensland,QLD,Toowoomba,Ballard,4352,0,-27.489628,151.967058,0,0
Australia,Queensland,QLD,Toowoomba,Ballaroo,4455,0,-27.116299,148.616963,0,0
Australia,Queensland,QLD,Toowoomba,Ballogie,4610,0,-26.356479,151.534659,0,0
Australia,Queensland,QLD,Toowoomba,Bapaume,4352,0,-28.566381,151.829047,0,0
Australia,Queensland,QLD,Toowoomba,Barker Creek Flat,4615,0,-26.648199,151.946486,0,0
Australia,Queensland,QLD,Toowoomba,Barlil,4605,0,-26.204516,151.885957,0,0
Australia,Queensland,QLD,Toowoomba,Barramornie,4416,0,-27.013259,150.060549,0,0
Australia,Queensland,QLD,Toowoomba,Barringun,4490,0,-28.843124,145.816249,0,0
Australia,Queensland,QLD,Toowoomba,Bayrick,4478,0,-25.479054,146.011909,0,0
Australia,Queensland,QLD,Toowoomba,Beebo,4385,0,-28.722738,150.967237,0,0
Australia,Queensland,QLD,Toowoomba,Begonia,4487,0,-27.505231,148.31586,0,0
Australia,Queensland,QLD,Toowoomba,Beilba,4454,0,-25.530799,148.771152,0,0
Australia,Queensland,QLD,Toowoomba,Bell,4408,0,-26.93254,151.448511,0,0
Australia,Queensland,QLD,Toowoomba,Benair,4610,0,-26.646962,151.706664,0,0
Australia,Queensland,QLD,Toowoomba,Berat,4362,0,-28.04618,152.055603,0,0
Australia,Queensland,QLD,Toowoomba,Bergen,4353,0,-27.256984,151.904578,0,0
Australia,Queensland,QLD,Toowoomba,Biddeston,4401,0,-27.558125,151.733967,0,0
Australia,Queensland,QLD,Toowoomba,Billa Billa,4390,0,-28.145163,150.288342,0,0
Australia,Queensland,QLD,Toowoomba,Birdsville,4482,0,-25.898355,139.351645,0,0
Australia,Queensland,QLD,Toowoomba,Birnam,4352,0,-27.48897,151.92236,0,0
Australia,Queensland,QLD,Toowoomba,Blackall,4472,0,-24.424637,145.465854,0,0
Australia,Queensland,QLD,Toowoomba,Blanchview,4352,0,-27.569556,152.038086,0,0
Australia,Queensland,QLD,Toowoomba,Blaxland,4405,0,-27.192428,151.396625,0,0
Australia,Queensland,QLD,Toowoomba,Blue Mountain Heights,4350,0,-27.505231,151.955955,0,0
Australia,Queensland,QLD,Toowoomba,Blythdale,4455,0,-26.580161,148.959187,0,0
Australia,Queensland,QLD,Toowoomba,Bollon,4488,0,-28.031524,147.47786,0,0
Australia,Queensland,QLD,Toowoomba,Bongeen,4356,0,-27.567709,151.446802,0,0
Australia,Queensland,QLD,Toowoomba,Bonshaw,4385,0,-29.050296,151.275344,0,0
Australia,Queensland,QLD,Toowoomba,Boodua,4401,0,-27.371525,151.81437,0,0
Australia,Queensland,QLD,Toowoomba,Booie,4610,0,-26.498426,151.935421,0,0
Australia,Queensland,QLD,Toowoomba,Boonarga,4413,0,-26.797524,150.718956,0,0
Australia,Queensland,QLD,Toowoomba,Boondandilla,4406,0,-27.894641,150.596584,0,0
Australia,Queensland,QLD,Toowoomba,Boondooma,4613,0,-26.29473,151.261259,0,0
Australia,Queensland,QLD,Toowoomba,Boonenne,4610,0,-26.627626,151.788893,0,0
Australia,Queensland,QLD,Toowoomba,Bowenville,4404,0,-27.305817,151.490518,0,0
Australia,Queensland,QLD,Toowoomba,Boyneside,4610,0,-26.715448,151.508128,0,0
Australia,Queensland,QLD,Toowoomba,Branchview,4352,0,-27.611057,151.33576,0,0
Australia,Queensland,QLD,Toowoomba,Brigalow,4412,0,-26.843852,150.790571,0,0
Australia,Queensland,QLD,Toowoomba,Brigooda,4613,0,-26.245479,151.433025,0,0
Australia,Queensland,QLD,Toowoomba,Bringalily,4357,0,-28.056801,151.160021,0,0
Australia,Queensland,QLD,Toowoomba,Broadwater,4380,0,-28.614072,151.903705,0,0
Australia,Queensland,QLD,Toowoomba,Brooklands,4615,0,-26.739146,151.806678,0,0
Australia,Queensland,QLD,Toowoomba,Brookstead,4364,0,-27.710492,151.396183,0,0
Australia,Queensland,QLD,Toowoomba,Broxburn,4356,0,-27.707086,151.674469,0,0
Australia,Queensland,QLD,Toowoomba,Brush Creek,4387,0,-28.606093,151.126671,0,0
Australia,Queensland,QLD,Toowoomba,Brymaroo,4403,0,-27.217717,151.591852,0,0
Australia,Queensland,QLD,Toowoomba,Budgee,4359,0,-27.785112,152.020111,0,0
Australia,Queensland,QLD,Toowoomba,Bullawarra,4492,0,-27.783565,143.373975,0,0
Australia,Queensland,QLD,Toowoomba,Bullcamp,4615,0,-26.629502,152.097096,0,0
Australia,Queensland,QLD,Toowoomba,Bulli Creek,4357,0,-27.98346,150.826261,0,0
Australia,Queensland,QLD,Toowoomba,Bulloo Downs,4492,0,-28.51999,142.942004,0,0
Australia,Queensland,QLD,Toowoomba,Bungeworgorai,4455,0,-26.59096,148.680386,0,0
Australia,Queensland,QLD,Toowoomba,Bungil,4455,0,-26.634082,148.76732,0,0
Australia,Queensland,QLD,Toowoomba,Bungunya,4494,0,-28.420865,149.658021,0,0
Australia,Queensland,QLD,Toowoomba,Bunya Mountains,4405,0,-26.890118,151.51041,0,0
Australia,Queensland,QLD,Toowoomba,Burncluith,4413,0,-26.629502,150.70388,0,0
Australia,Queensland,QLD,Toowoomba,Bybera,4387,0,-28.28037,150.886064,0,0
Australia,Queensland,QLD,Toowoomba,Byee,4605,0,-26.189047,151.850578,0,0
Australia,Queensland,QLD,Toowoomba,Bymount,4455,0,-26.081763,148.544029,0,0
Australia,Queensland,QLD,Toowoomba,Cabarlah,4352,0,-27.424504,151.992604,0,0
Australia,Queensland,QLD,Toowoomba,Caldervale,4478,0,-25.105912,146.818423,0,0
Australia,Queensland,QLD,Toowoomba,Calingunee,4390,0,-27.986113,150.3364,0,0
Australia,Queensland,QLD,Toowoomba,Callandoon,4390,0,-28.496505,150.104923,0,0
Australia,Queensland,QLD,Toowoomba,Cambooya,4358,0,-27.706725,151.863738,0,0
Australia,Queensland,QLD,Toowoomba,Canaga,4413,0,-26.673531,150.921307,0,0
Australia,Queensland,QLD,Toowoomba,Canning Creek,4357,0,-28.229377,151.154059,0,0
Australia,Queensland,QLD,Toowoomba,Cannon Creek,4380,0,-28.071862,152.728899,0,0
Australia,Queensland,QLD,Toowoomba,Captains Mountain,4357,0,-27.922228,151.170586,0,0
Australia,Queensland,QLD,Toowoomba,Cattle Creek,4407,0,-27.6483,150.836678,0,0
Australia,Queensland,QLD,Toowoomba,Cawdor,4352,0,-27.463119,151.906431,0,0
Australia,Queensland,QLD,Toowoomba,Cecil Plains,4407,0,-27.530341,151.190935,0,0
Australia,Queensland,QLD,Toowoomba,Cement Mills,4352,0,-28.332675,151.504945,0,0
Australia,Queensland,QLD,Toowoomba,Centenary Heights,4350,0,-27.580357,151.964525,0,0
Australia,Queensland,QLD,Toowoomba,Chahpingah,4610,0,-26.470859,151.381578,0,0
Australia,Queensland,QLD,Toowoomba,Chances Plain,4413,0,-26.748102,150.726241,0,0
Australia,Queensland,QLD,Toowoomba,Charlestown,4608,0,-26.369266,151.938598,0,0
Australia,Queensland,QLD,Toowoomba,Charleville,4470,0,-26.401636,146.238329,0,0
Australia,Queensland,QLD,Toowoomba,Charlton,4350,0,-27.519944,151.848621,0,0
Australia,Queensland,QLD,Toowoomba,Cheepie,4475,0,-26.630652,145.01525,0,0
Australia,Queensland,QLD,Toowoomba,Chelmsford,4606,0,-26.253777,151.812709,0,0
Australia,Queensland,QLD,Toowoomba,Cherbourg,4605,0,-26.287502,151.932794,0,0
Australia,Queensland,QLD,Toowoomba,Chinchilla,4413,0,-26.739588,150.625049,0,0
Australia,Queensland,QLD,Toowoomba,Clara Creek,4468,0,-26.087266,146.833194,0,0
Australia,Queensland,QLD,Toowoomba,Claverton,4471,0,-27.37093,145.959624,0,0
Australia,Queensland,QLD,Toowoomba,Clifford Gardens,4350,0,-27.564841,151.932192,0,0
Australia,Queensland,QLD,Toowoomba,Clifton,4361,0,-27.931214,151.905759,0,0
Australia,Queensland,QLD,Toowoomba,Clontarf,4357,0,-27.972007,151.243746,0,0
Australia,Queensland,QLD,Toowoomba,Cloyna,4605,0,-26.110098,151.827412,0,0
Australia,Queensland,QLD,Toowoomba,Coalbank,4352,0,-27.113515,151.867636,0,0
Australia,Queensland,QLD,Toowoomba,Cobbs Hill,4605,0,-26.090578,151.88907,0,0
Australia,Queensland,QLD,Toowoomba,Cockatoo,4419,0,-25.72569,150.28164,0,0
Australia,Queensland,QLD,Toowoomba,Columboola,4415,0,-26.672867,150.332141,0,0
Australia,Queensland,QLD,Toowoomba,Condamine,4416,0,-26.926401,150.131891,0,0
Australia,Queensland,QLD,Toowoomba,Condamine Farms,4357,0,-27.94891,150.969019,0,0
Australia,Queensland,QLD,Toowoomba,Condamine Plains,4352,0,-27.708947,151.325351,0,0
Australia,Queensland,QLD,Toowoomba,Coolabunia,4610,0,-26.601546,151.905245,0,0
Australia,Queensland,QLD,Toowoomba,Cooladdi,4479,0,-26.645522,145.460966,0,0
Australia,Queensland,QLD,Toowoomba,Coolmunda,4387,0,-28.408356,151.21289,0,0
Australia,Queensland,QLD,Toowoomba,Coongoola,4490,0,-27.653647,145.903593,0,0
Australia,Queensland,QLD,Toowoomba,Cooyar,4402,0,-26.983086,151.832336,0,0
Australia,Queensland,QLD,Toowoomba,Corndale,4610,0,-26.437356,151.88043,0,0
Australia,Queensland,QLD,Toowoomba,Cornwall,4455,0,-26.180064,148.420101,0,0
Australia,Queensland,QLD,Toowoomba,Cotswold Hills,4350,0,-27.527826,151.898733,0,0
Australia,Queensland,QLD,Toowoomba,Cottonvale,4375,0,-28.529507,151.947124,0,0
Australia,Queensland,QLD,Toowoomba,Coverty,4613,0,-26.24631,151.482658,0,0
Australia,Queensland,QLD,Toowoomba,Cranley,4350,0,-27.515537,151.922073,0,0
Australia,Queensland,QLD,Toowoomba,Crawford,4610,0,-26.497747,151.825325,0,0
Australia,Queensland,QLD,Toowoomba,Cressbrook Creek,4355,0,-27.242767,152.146304,0,0
Australia,Queensland,QLD,Toowoomba,Crownthorpe,4605,0,-26.114706,151.934926,0,0
Australia,Queensland,QLD,Toowoomba,Crows Nest,4355,0,-27.262026,152.055416,0,0
Australia,Queensland,QLD,Toowoomba,Cunnamulla,4490,0,-28.068914,145.682771,0,0
Australia,Queensland,QLD,Toowoomba,Cushnie,4608,0,-26.363763,151.754081,0,0
Australia,Queensland,QLD,Toowoomba,Cutella,4352,0,-27.451914,151.819991,0,0
Australia,Queensland,QLD,Toowoomba,Cuttaburra,4490,0,-28.647268,145.390143,0,0
Australia,Queensland,QLD,Toowoomba,Cypress Gardens,4357,0,-27.971179,150.998463,0,0
Australia,Queensland,QLD,Toowoomba,Dalby,4405,0,-27.183495,151.263463,0,0
Australia,Queensland,QLD,Toowoomba,Dalcouth,4380,0,-28.649034,151.979491,0,0
Australia,Queensland,QLD,Toowoomba,Dalveen,4374,0,-28.488431,151.968689,0,0
Australia,Queensland,QLD,Toowoomba,Dalwogan,4415,0,-26.571329,150.150533,0,0
Australia,Queensland,QLD,Toowoomba,Dangore,4610,0,-26.450938,151.597894,0,0
Australia,Queensland,QLD,Toowoomba,Dargal Road,4455,0,-26.549493,148.71723,0,0
Australia,Queensland,QLD,Toowoomba,Darling Heights,4350,0,-27.59912,151.92536,0,0
Australia,Queensland,QLD,Toowoomba,Daymar,4497,0,-28.604238,148.986787,0,0
Australia,Queensland,QLD,Toowoomba,Derrymore,4352,0,-27.599999,152.050144,0,0
Australia,Queensland,QLD,Toowoomba,Deuchar,4362,0,-28.108249,151.959675,0,0
Australia,Queensland,QLD,Toowoomba,Devon Park,4401,0,-27.351806,151.660312,0,0
Australia,Queensland,QLD,Toowoomba,Dirranbandi,4486,0,-28.585815,148.227609,0,0
Australia,Queensland,QLD,Toowoomba,Djuan,4352,0,-27.180114,151.921977,0,0
Australia,Queensland,QLD,Toowoomba,Doctor Creek,4352,0,-27.189361,151.813899,0,0
Australia,Queensland,QLD,Toowoomba,Domville,4357,0,-27.929737,151.276845,0,0
Australia,Queensland,QLD,Toowoomba,Douglas,4354,0,-27.322474,151.909698,0,0
Australia,Queensland,QLD,Toowoomba,Drayton,4350,0,-27.600764,151.914462,0,0
Australia,Queensland,QLD,Toowoomba,Drayton North,4350,0,-27.58949,151.915946,0,0
Australia,Queensland,QLD,Toowoomba,Ducklo,4405,0,-27.272241,151.031145,0,0
Australia,Queensland,QLD,Toowoomba,Dunkeld,4465,0,-26.968591,148.062548,0,0
Australia,Queensland,QLD,Toowoomba,Dunmore,4407,0,-27.654751,150.916106,0,0
Australia,Queensland,QLD,Toowoomba,Durah,4413,0,-26.287201,150.969093,0,0
Australia,Queensland,QLD,Toowoomba,Durham Downs,4454,0,-26.083509,149.067542,0,0
Australia,Queensland,QLD,Toowoomba,Durong,4610,0,-26.403101,151.304883,0,0
Australia,Queensland,QLD,Toowoomba,Durong South,4610,0,-26.39477,151.243149,0,0
Australia,Queensland,QLD,Toowoomba,Dynevor,4492,0,-28.094034,144.354576,0,0
Australia,Queensland,QLD,Toowoomba,East Cooyar,4353,0,-27.044775,151.862386,0,0
Australia,Queensland,QLD,Toowoomba,East Nanango,4615,0,-26.694254,152.041286,0,0
Australia,Queensland,QLD,Toowoomba,East Toowoomba,4350,0,-27.57203,151.977083,0,0
Australia,Queensland,QLD,Toowoomba,Elgin Vale,4615,0,-26.441584,152.189256,0,0
Australia,Queensland,QLD,Toowoomba,Ellangowan,4361,0,-27.944214,151.680091,0,0
Australia,Queensland,QLD,Toowoomba,Ellesmere,4610,0,-26.741796,151.744934,0,0
Australia,Queensland,QLD,Toowoomba,Ellinthorp,4362,0,-28.049572,151.921015,0,0
Australia,Queensland,QLD,Toowoomba,Elphinstone,4361,0,-27.969655,151.896863,0,0
Australia,Queensland,QLD,Toowoomba,Emu Creek,4355,0,-27.040904,151.994094,0,0
Australia,Queensland,QLD,Toowoomba,Emu Vale,4371,0,-28.230733,152.245531,0,0
Australia,Queensland,QLD,Toowoomba,Eromanga,4480,0,-26.668654,143.267376,0,0
Australia,Queensland,QLD,Toowoomba,Eukey,4380,0,-28.7658,151.982445,0,0
Australia,Queensland,QLD,Toowoomba,Eulo,4491,0,-28.169275,145.042128,0,0
Australia,Queensland,QLD,Toowoomba,Eumamurrin,4455,0,-26.156521,148.657503,0,0
Australia,Queensland,QLD,Toowoomba,Euthulla,4455,0,-26.491283,148.66563,0,0
Australia,Queensland,QLD,Toowoomba,Evanslea,4356,0,-27.532026,151.522957,0,0
Australia,Queensland,QLD,Toowoomba,Evergreen,4352,0,-27.157726,151.727629,0,0
Australia,Queensland,QLD,Toowoomba,Fairdale,4606,0,-26.265877,151.76348,0,0
Australia,Queensland,QLD,Toowoomba,Farrars Creek,4481,0,-25.393607,141.55373,0,0
Australia,Queensland,QLD,Toowoomba,Felton,4358,0,-27.829123,151.808215,0,0
Australia,Queensland,QLD,Toowoomba,Felton South,4358,0,-27.857228,151.731324,0,0
Australia,Queensland,QLD,Toowoomba,Ficks Crossing,4606,0,-26.251821,151.88676,0,0
Australia,Queensland,QLD,Toowoomba,Fifteen Mile,4352,0,-27.41455,152.069015,0,0
Australia,Queensland,QLD,Toowoomba,Finnie,4350,0,-27.630528,151.892015,0,0
Australia,Queensland,QLD,Toowoomba,Fleurbaix,4375,0,-28.538251,151.899604,0,0
Australia,Queensland,QLD,Toowoomba,Forest Ridge,4357,0,-27.960668,151.028319,0,0
Australia,Queensland,QLD,Toowoomba,Forestvale,4465,0,-25.924661,147.86951,0,0
Australia,Queensland,QLD,Toowoomba,Formartin,4404,0,-27.393947,151.409607,0,0
Australia,Queensland,QLD,Toowoomba,Geham,4352,0,-27.391346,151.999063,0,0
Australia,Queensland,QLD,Toowoomba,Girraween,4382,0,-28.826931,151.951533,0,0
Australia,Queensland,QLD,Toowoomba,Glan Devon,4615,0,-26.594115,152.012483,0,0
Australia,Queensland,QLD,Toowoomba,Glen Aplin,4381,0,-28.739941,151.874983,0,0
Australia,Queensland,QLD,Toowoomba,Glen Niven,4377,0,-28.580891,151.97341,0,0
Australia,Queensland,QLD,Toowoomba,Glenarbon,4385,0,-28.660778,150.842509,0,0
Australia,Queensland,QLD,Toowoomba,Glencoe,4352,0,-27.471602,151.874365,0,0
Australia,Queensland,QLD,Toowoomba,Glenlyon,4380,0,-28.636366,151.915483,0,0
Australia,Queensland,QLD,Toowoomba,Glenrock,4605,0,-26.102398,151.800032,0,0
Australia,Queensland,QLD,Toowoomba,Glenvale,4350,0,-27.571612,151.9053,0,0
Australia,Queensland,QLD,Toowoomba,Goodar,4390,0,-28.242074,150.117975,0,0
Australia,Queensland,QLD,Toowoomba,Goodger,4610,0,-26.671766,151.817363,0,0
Australia,Queensland,QLD,Toowoomba,Goombungee,4354,0,-27.307336,151.851362,0,0
Australia,Queensland,QLD,Toowoomba,Goomburra,4362,0,-28.044874,152.120916,0,0
Australia,Queensland,QLD,Toowoomba,Goondiwindi,4390,0,-28.547015,150.307699,0,0
Australia,Queensland,QLD,Toowoomba,Gordonbrook,4610,0,-26.426288,151.648433,0,0
Australia,Queensland,QLD,Toowoomba,Gore,4352,0,-28.299174,151.486758,0,0
Australia,Queensland,QLD,Toowoomba,Gowrie Junction,4352,0,-27.47966,151.819328,0,0
Australia,Queensland,QLD,Toowoomba,Gowrie Little Plain,4352,0,-27.424954,151.85689,0,0
Australia,Queensland,QLD,Toowoomba,Gowrie Mountain,4350,0,-27.512574,151.820252,0,0
Australia,Queensland,QLD,Toowoomba,Gowrie Station,4470,0,-26.084973,146.414653,0,0
Australia,Queensland,QLD,Toowoomba,Grapetree,4352,0,-27.309769,152.075639,0,0
Australia,Queensland,QLD,Toowoomba,Grassdale,4405,0,-27.415025,151.139048,0,0
Australia,Queensland,QLD,Toowoomba,Grays Gate,4357,0,-27.966637,151.290385,0,0
Australia,Queensland,QLD,Toowoomba,Greenlands,4380,0,-28.657182,151.791337,0,0
Australia,Queensland,QLD,Toowoomba,Greenmount,4359,0,-27.777322,151.942115,0,0
Australia,Queensland,QLD,Toowoomba,Greenmount East,4359,0,-27.774693,151.940842,0,0
Australia,Queensland,QLD,Toowoomba,Greenup,4387,0,-28.493536,151.306073,0,0
Australia,Queensland,QLD,Toowoomba,Greenview,4606,0,-26.312512,151.803801,0,0
Australia,Queensland,QLD,Toowoomba,Greenwood,4401,0,-27.322775,151.731201,0,0
Australia,Queensland,QLD,Toowoomba,Groomsville,4352,0,-27.313594,151.965367,0,0
Australia,Queensland,QLD,Toowoomba,Grosmont,4419,0,-25.941881,149.901071,0,0
Australia,Queensland,QLD,Toowoomba,Guluguba,4418,0,-26.260063,150.048929,0,0
Australia,Queensland,QLD,Toowoomba,Gunnewin,4455,0,-25.989773,148.558988,0,0
Australia,Queensland,QLD,Toowoomba,Gurulmundi,4415,0,-26.418055,150.05253,0,0
Australia,Queensland,QLD,Toowoomba,Haden,4353,0,-27.222714,151.886128,0,0
Australia,Queensland,QLD,Toowoomba,Haly Creek,4610,0,-26.677367,151.726954,0,0
Australia,Queensland,QLD,Toowoomba,Hannaford,4406,0,-27.352694,150.058918,0,0
Australia,Queensland,QLD,Toowoomba,Harlaxton,4350,0,-27.530174,151.957038,0,0
Australia,Queensland,QLD,Toowoomba,Harristown,4350,0,-27.574193,151.927297,0,0
Australia,Queensland,QLD,Toowoomba,Headington Hill,4361,0,-27.91075,152.044627,0,0
Australia,Queensland,QLD,Toowoomba,Hebel,4486,0,-28.971768,147.795123,0,0
Australia,Queensland,QLD,Toowoomba,Hendon,4362,0,-28.076315,151.950757,0,0
Australia,Queensland,QLD,Toowoomba,Highfields,4352,0,-27.463969,151.953927,0,0
Australia,Queensland,QLD,Toowoomba,Highgrove,4352,0,-27.109966,151.777698,0,0
Australia,Queensland,QLD,Toowoomba,Highland Plains,4428,0,-26.5547675,150.2579275,0,0
Australia,Queensland,QLD,Toowoomba,Hirstglen,4359,0,-27.826953,152.100925,0,0
Australia,Queensland,QLD,Toowoomba,Hivesville,4612,0,-26.176778,151.69149,0,0
Australia,Queensland,QLD,Toowoomba,Hodgleigh,4610,0,-26.628646,151.933634,0,0
Australia,Queensland,QLD,Toowoomba,Hodgson,4455,0,-26.578833,148.621352,0,0
Australia,Queensland,QLD,Toowoomba,Hodgson Vale,4352,0,-27.665342,151.949224,0,0
Australia,Queensland,QLD,Toowoomba,Hookswood,4415,0,-26.516274,150.270437,0,0
Australia,Queensland,QLD,Toowoomba,Hopeland,4413,0,-26.885423,150.641983,0,0
Australia,Queensland,QLD,Toowoomba,Humeburn,4490,0,-27.399885,145.203562,0,0
Australia,Queensland,QLD,Toowoomba,Hungerford,4493,0,-28.996339,144.406584,0,0
Australia,Queensland,QLD,Toowoomba,Hutton Creek,4454,0,-25.690542,148.518737,0,0
Australia,Queensland,QLD,Toowoomba,Inglewood,4387,0,-28.414838,151.081895,0,0
Australia,Queensland,QLD,Toowoomba,Injune,4454,0,-25.84313,148.56619,0,0
Australia,Queensland,QLD,Toowoomba,Inverlaw,4610,0,-26.594807,151.766347,0,0
Australia,Queensland,QLD,Toowoomba,Iredale,4352,0,-27.577623,152.107319,0,0
Australia,Queensland,QLD,Toowoomba,Irongate,4356,0,-27.626106,151.516737,0,0
Australia,Queensland,QLD,Toowoomba,Ironpot,4610,0,-26.603219,151.427688,0,0
Australia,Queensland,QLD,Toowoomba,Irvingdale,4404,0,-27.198757,151.512627,0,0
Australia,Queensland,QLD,Toowoomba,Jandowae,4410,0,-26.781197,151.109816,0,0
Australia,Queensland,QLD,Toowoomba,Jimbour,4406,0,-26.95968,151.214889,0,0
Australia,Queensland,QLD,Toowoomba,Jobs Gate,4490,0,-28.934505,146.738268,0,0
Australia,Queensland,QLD,Toowoomba,Johnstown,4615,0,-26.415985,152.116676,0,0
Australia,Queensland,QLD,Toowoomba,Jondaryan,4403,0,-27.368691,151.592566,0,0
Australia,Queensland,QLD,Toowoomba,Jones Gully,4355,0,-27.181723,152.017355,0,0
Australia,Queensland,QLD,Toowoomba,Kaimkillenbun,4406,0,-27.060968,151.433893,0,0
